"region" "subject" "expt" "item" "condition" "position" "word" "times" "value" "gram" "int"
"2855" "postV1" 14 "gug" 9 "b" 12 "the" "rt" 346 "gram" "lo"
"2856" "postV1" 14 "gug" 1 "b" 12 "the" "rt" 369 "gram" "lo"
"2857" "postV1" 15 "gug" 15 "a" 12 "the" "rt" 930 "gram" "hi"
"2858" "postV1" 15 "gug" 3 "a" 12 "the" "rt" 785 "gram" "hi"
"2859" "postV1" 15 "gug" 7 "a" 12 "the" "rt" 1505 "gram" "hi"
"2860" "postV1" 15 "gug" 16 "b" 12 "the" "rt" 3881 "gram" "lo"
"2861" "postV1" 15 "gug" 8 "b" 12 "the" "rt" 1570 "gram" "lo"
"2862" "postV1" 15 "gug" 4 "b" 12 "the" "rt" 4249 "gram" "lo"
"2863" "postV1" 15 "gug" 11 "a" 12 "the" "rt" 3689 "gram" "hi"
"2864" "postV1" 15 "gug" 12 "b" 12 "the" "rt" 1442 "gram" "lo"
"2865" "postV1" 16 "gug" 2 "a" 12 "the" "rt" 377 "gram" "hi"
"2866" "postV1" 16 "gug" 7 "b" 12 "the" "rt" 617 "gram" "lo"
"2867" "postV1" 16 "gug" 14 "a" 12 "the" "rt" 713 "gram" "hi"
"2868" "postV1" 16 "gug" 6 "a" 12 "the" "rt" 425 "gram" "hi"
"2869" "postV1" 16 "gug" 11 "b" 12 "the" "rt" 913 "gram" "lo"
"2870" "postV1" 16 "gug" 15 "b" 12 "the" "rt" 1993 "gram" "lo"
"2871" "postV1" 16 "gug" 10 "a" 12 "the" "rt" 409 "gram" "hi"
"2872" "postV1" 16 "gug" 3 "b" 12 "the" "rt" 377 "gram" "lo"
"2873" "postV1" 17 "gug" 5 "a" 12 "the" "rt" 689 "gram" "hi"
"2874" "postV1" 17 "gug" 14 "b" 12 "the" "rt" 433 "gram" "lo"
"2875" "postV1" 17 "gug" 9 "a" 12 "the" "rt" 825 "gram" "hi"
"2876" "postV1" 17 "gug" 10 "b" 12 "the" "rt" 1793 "gram" "lo"
"2877" "postV1" 17 "gug" 13 "a" 12 "the" "rt" 713 "gram" "hi"
"2878" "postV1" 17 "gug" 6 "b" 12 "the" "rt" 513 "gram" "lo"
"2879" "postV1" 17 "gug" 2 "b" 12 "the" "rt" 873 "gram" "lo"
"2880" "postV1" 17 "gug" 1 "a" 12 "the" "rt" 473 "gram" "hi"
"2881" "postV1" 18 "gug" 5 "b" 12 "the" "rt" 457 "gram" "lo"
"2882" "postV1" 18 "gug" 8 "a" 12 "the" "rt" 449 "gram" "hi"
"2883" "postV1" 18 "gug" 12 "a" 12 "the" "rt" 866 "gram" "hi"
"2884" "postV1" 18 "gug" 4 "a" 12 "the" "rt" 1578 "gram" "hi"
"2885" "postV1" 18 "gug" 1 "b" 12 "the" "rt" 440 "gram" "lo"
"2886" "postV1" 18 "gug" 9 "b" 12 "the" "rt" 1721 "gram" "lo"
"2887" "postV1" 18 "gug" 13 "b" 12 "the" "rt" 417 "gram" "lo"
"2888" "postV1" 18 "gug" 16 "a" 12 "the" "rt" 722 "gram" "hi"
"2889" "postV1" 19 "gug" 3 "a" 12 "the" "rt" 505 "gram" "hi"
"2890" "postV1" 19 "gug" 11 "a" 12 "the" "rt" 1017 "gram" "hi"
"2891" "postV1" 19 "gug" 4 "b" 12 "the" "rt" 1258 "gram" "lo"
"2892" "postV1" 19 "gug" 8 "b" 12 "the" "rt" 1258 "gram" "lo"
"2893" "postV1" 19 "gug" 15 "a" 12 "the" "rt" 1833 "gram" "hi"
"2894" "postV1" 19 "gug" 16 "b" 12 "the" "rt" 1993 "gram" "lo"
"2895" "postV1" 19 "gug" 7 "a" 12 "the" "rt" 3977 "gram" "hi"
"2896" "postV1" 19 "gug" 12 "b" 12 "the" "rt" 513 "gram" "lo"
"2897" "postV1" 2 "gug" 4 "a" 12 "the" "rt" 329 "gram" "hi"
"2898" "postV1" 2 "gug" 5 "b" 12 "the" "rt" 1849 "gram" "lo"
"2899" "postV1" 2 "gug" 12 "a" 12 "the" "rt" 361 "gram" "hi"
"2900" "postV1" 2 "gug" 1 "b" 12 "the" "rt" 2009 "gram" "lo"
"2901" "postV1" 2 "gug" 9 "b" 12 "the" "rt" 585 "gram" "lo"
"2902" "postV1" 2 "gug" 16 "a" 12 "the" "rt" 345 "gram" "hi"
"2903" "postV1" 2 "gug" 8 "a" 12 "the" "rt" 234 "gram" "hi"
"2904" "postV1" 2 "gug" 13 "b" 12 "the" "rt" 305 "gram" "lo"
"2905" "postV1" 20 "gug" 11 "b" 12 "the" "rt" 458 "gram" "lo"
"2906" "postV1" 20 "gug" 2 "a" 12 "the" "rt" 1642 "gram" "hi"
"2907" "postV1" 20 "gug" 14 "a" 12 "the" "rt" 505 "gram" "hi"
"2908" "postV1" 20 "gug" 6 "a" 12 "the" "rt" 993 "gram" "hi"
"2909" "postV1" 20 "gug" 10 "a" 12 "the" "rt" 465 "gram" "hi"
"2910" "postV1" 20 "gug" 7 "b" 12 "the" "rt" 465 "gram" "lo"
"2911" "postV1" 20 "gug" 3 "b" 12 "the" "rt" 345 "gram" "lo"
"2912" "postV1" 20 "gug" 15 "b" 12 "the" "rt" 426 "gram" "lo"
"2913" "postV1" 21 "gug" 14 "b" 12 "the" "rt" 1377 "gram" "lo"
"2914" "postV1" 21 "gug" 13 "a" 12 "the" "rt" 417 "gram" "hi"
"2915" "postV1" 21 "gug" 1 "a" 12 "the" "rt" 1065 "gram" "hi"
"2916" "postV1" 21 "gug" 10 "b" 12 "the" "rt" 393 "gram" "lo"
"2917" "postV1" 21 "gug" 2 "b" 12 "the" "rt" 450 "gram" "lo"
"2918" "postV1" 21 "gug" 5 "a" 12 "the" "rt" 3817 "gram" "hi"
"2919" "postV1" 21 "gug" 6 "b" 12 "the" "rt" 1049 "gram" "lo"
"2920" "postV1" 21 "gug" 9 "a" 12 "the" "rt" 394 "gram" "hi"
"2921" "postV1" 22 "gug" 16 "a" 12 "the" "rt" 537 "gram" "hi"
"2922" "postV1" 22 "gug" 8 "a" 12 "the" "rt" 529 "gram" "hi"
"2923" "postV1" 22 "gug" 4 "a" 12 "the" "rt" 762 "gram" "hi"
"2924" "postV1" 22 "gug" 1 "b" 12 "the" "rt" 745 "gram" "lo"
"2925" "postV1" 22 "gug" 9 "b" 12 "the" "rt" 458 "gram" "lo"
"2926" "postV1" 22 "gug" 13 "b" 12 "the" "rt" 441 "gram" "lo"
"2927" "postV1" 22 "gug" 5 "b" 12 "the" "rt" 529 "gram" "lo"
"2928" "postV1" 22 "gug" 12 "a" 12 "the" "rt" 481 "gram" "hi"
"2929" "postV1" 23 "gug" 7 "a" 12 "the" "rt" 393 "gram" "hi"
"2930" "postV1" 23 "gug" 3 "a" 12 "the" "rt" 465 "gram" "hi"
"2931" "postV1" 23 "gug" 16 "b" 12 "the" "rt" 530 "gram" "lo"
"2932" "postV1" 23 "gug" 11 "a" 12 "the" "rt" 361 "gram" "hi"
"2933" "postV1" 23 "gug" 8 "b" 12 "the" "rt" 370 "gram" "lo"
"2934" "postV1" 23 "gug" 12 "b" 12 "the" "rt" 345 "gram" "lo"
"2935" "postV1" 23 "gug" 15 "a" 12 "the" "rt" 394 "gram" "hi"
"2936" "postV1" 23 "gug" 4 "b" 12 "the" "rt" 322 "gram" "lo"
"2937" "postV1" 24 "gug" 7 "b" 12 "the" "rt" 1913 "gram" "lo"
"2938" "postV1" 24 "gug" 14 "a" 12 "the" "rt" 1177 "gram" "hi"
"2939" "postV1" 24 "gug" 15 "b" 12 "the" "rt" 1170 "gram" "lo"
"2940" "postV1" 24 "gug" 6 "a" 12 "the" "rt" 465 "gram" "hi"
"2941" "postV1" 24 "gug" 3 "b" 12 "the" "rt" 474 "gram" "lo"
"2942" "postV1" 24 "gug" 11 "b" 12 "the" "rt" 497 "gram" "lo"
"2943" "postV1" 24 "gug" 10 "a" 12 "the" "rt" 1353 "gram" "hi"
"2944" "postV1" 24 "gug" 2 "a" 12 "the" "rt" 562 "gram" "hi"
"2945" "postV1" 25 "gug" 5 "a" 12 "the" "rt" 2009 "gram" "hi"
"2946" "postV1" 25 "gug" 6 "b" 12 "the" "rt" 1105 "gram" "lo"
"2947" "postV1" 25 "gug" 1 "a" 12 "the" "rt" 705 "gram" "hi"
"2948" "postV1" 25 "gug" 14 "b" 12 "the" "rt" 434 "gram" "lo"
"2949" "postV1" 25 "gug" 10 "b" 12 "the" "rt" 449 "gram" "lo"
"2950" "postV1" 25 "gug" 9 "a" 12 "the" "rt" 464 "gram" "hi"
"2951" "postV1" 25 "gug" 2 "b" 12 "the" "rt" 761 "gram" "lo"
"2952" "postV1" 25 "gug" 13 "a" 12 "the" "rt" 257 "gram" "hi"
"2953" "postV1" 26 "gug" 9 "b" 12 "the" "rt" 554 "gram" "lo"
"2954" "postV1" 26 "gug" 12 "a" 12 "the" "rt" 657 "gram" "hi"
"2955" "postV1" 26 "gug" 4 "a" 12 "the" "rt" 521 "gram" "hi"
"2956" "postV1" 26 "gug" 16 "a" 12 "the" "rt" 442 "gram" "hi"
"2957" "postV1" 26 "gug" 8 "a" 12 "the" "rt" 674 "gram" "hi"
"2958" "postV1" 26 "gug" 13 "b" 12 "the" "rt" 689 "gram" "lo"
"2959" "postV1" 26 "gug" 5 "b" 12 "the" "rt" 361 "gram" "lo"
"2960" "postV1" 26 "gug" 1 "b" 12 "the" "rt" 321 "gram" "lo"
"2961" "postV1" 27 "gug" 8 "b" 12 "the" "rt" 466 "gram" "lo"
"2962" "postV1" 27 "gug" 12 "b" 12 "the" "rt" 385 "gram" "lo"
"2963" "postV1" 27 "gug" 7 "a" 12 "the" "rt" 505 "gram" "hi"
"2964" "postV1" 27 "gug" 4 "b" 12 "the" "rt" 314 "gram" "lo"
"2965" "postV1" 27 "gug" 3 "a" 12 "the" "rt" 337 "gram" "hi"
"2966" "postV1" 27 "gug" 11 "a" 12 "the" "rt" 361 "gram" "hi"
"2967" "postV1" 27 "gug" 15 "a" 12 "the" "rt" 314 "gram" "hi"
"2968" "postV1" 27 "gug" 16 "b" 12 "the" "rt" 354 "gram" "lo"
"2969" "postV1" 28 "gug" 6 "a" 12 "the" "rt" 1329 "gram" "hi"
"2970" "postV1" 28 "gug" 11 "b" 12 "the" "rt" 809 "gram" "lo"
"2971" "postV1" 28 "gug" 2 "a" 12 "the" "rt" 2073 "gram" "hi"
"2972" "postV1" 28 "gug" 10 "a" 12 "the" "rt" 360 "gram" "hi"
"2973" "postV1" 28 "gug" 14 "a" 12 "the" "rt" 400 "gram" "hi"
"2974" "postV1" 28 "gug" 3 "b" 12 "the" "rt" 1017 "gram" "lo"
"2975" "postV1" 28 "gug" 15 "b" 12 "the" "rt" 2689 "gram" "lo"
"2976" "postV1" 28 "gug" 7 "b" 12 "the" "rt" 473 "gram" "lo"
"2977" "postV1" 29 "gug" 5 "a" 12 "the" "rt" 441 "gram" "hi"
"2978" "postV1" 29 "gug" 1 "a" 12 "the" "rt" 257 "gram" "hi"
"2979" "postV1" 29 "gug" 10 "b" 12 "the" "rt" 793 "gram" "lo"
"2980" "postV1" 29 "gug" 9 "a" 12 "the" "rt" 505 "gram" "hi"
"2981" "postV1" 29 "gug" 2 "b" 12 "the" "rt" 450 "gram" "lo"
"2982" "postV1" 29 "gug" 13 "a" 12 "the" "rt" 529 "gram" "hi"
"2983" "postV1" 29 "gug" 14 "b" 12 "the" "rt" 689 "gram" "lo"
"2984" "postV1" 29 "gug" 6 "b" 12 "the" "rt" 361 "gram" "lo"
"2985" "postV1" 3 "gug" 3 "a" 12 "the" "rt" 377 "gram" "hi"
"2986" "postV1" 3 "gug" 16 "b" 12 "the" "rt" 329 "gram" "lo"
"2987" "postV1" 3 "gug" 15 "a" 12 "the" "rt" 889 "gram" "hi"
"2988" "postV1" 3 "gug" 4 "b" 12 "the" "rt" 449 "gram" "lo"
"2989" "postV1" 3 "gug" 11 "a" 12 "the" "rt" 369 "gram" "hi"
"2990" "postV1" 3 "gug" 8 "b" 12 "the" "rt" 329 "gram" "lo"
"2991" "postV1" 3 "gug" 12 "b" 12 "the" "rt" 353 "gram" "lo"
"2992" "postV1" 3 "gug" 7 "a" 12 "the" "rt" 361 "gram" "hi"
"2993" "postV1" 30 "gug" 4 "a" 12 "the" "rt" 626 "gram" "hi"
"2994" "postV1" 30 "gug" 5 "b" 12 "the" "rt" 497 "gram" "lo"
"2995" "postV1" 30 "gug" 13 "b" 12 "the" "rt" 418 "gram" "lo"
"2996" "postV1" 30 "gug" 12 "a" 12 "the" "rt" 433 "gram" "hi"
"2997" "postV1" 30 "gug" 16 "a" 12 "the" "rt" 570 "gram" "hi"
"2998" "postV1" 30 "gug" 1 "b" 12 "the" "rt" 641 "gram" "lo"
"2999" "postV1" 30 "gug" 8 "a" 12 "the" "rt" 337 "gram" "hi"
"3000" "postV1" 30 "gug" 9 "b" 12 "the" "rt" 481 "gram" "lo"
"3001" "postV1" 31 "gug" 16 "b" 12 "the" "rt" 314 "gram" "lo"
"3002" "postV1" 31 "gug" 12 "b" 12 "the" "rt" 306 "gram" "lo"
"3003" "postV1" 31 "gug" 4 "b" 12 "the" "rt" 361 "gram" "lo"
"3004" "postV1" 31 "gug" 3 "a" 12 "the" "rt" 537 "gram" "hi"
"3005" "postV1" 31 "gug" 7 "a" 12 "the" "rt" 273 "gram" "hi"
"3006" "postV1" 31 "gug" 15 "a" 12 "the" "rt" 1594 "gram" "hi"
"3007" "postV1" 31 "gug" 8 "b" 12 "the" "rt" 321 "gram" "lo"
"3008" "postV1" 31 "gug" 11 "a" 12 "the" "rt" 1321 "gram" "hi"
"3009" "postV1" 32 "gug" 7 "b" 12 "the" "rt" 545 "gram" "lo"
"3010" "postV1" 32 "gug" 10 "a" 12 "the" "rt" 1753 "gram" "hi"
"3011" "postV1" 32 "gug" 15 "b" 12 "the" "rt" 1466 "gram" "lo"
"3012" "postV1" 32 "gug" 11 "b" 12 "the" "rt" 953 "gram" "lo"
"3013" "postV1" 32 "gug" 3 "b" 12 "the" "rt" 2440 "gram" "lo"
"3014" "postV1" 32 "gug" 14 "a" 12 "the" "rt" 2025 "gram" "hi"
"3015" "postV1" 32 "gug" 2 "a" 12 "the" "rt" 897 "gram" "hi"
"3016" "postV1" 32 "gug" 6 "a" 12 "the" "rt" 1729 "gram" "hi"
"3017" "postV1" 33 "gug" 2 "b" 12 "the" "rt" 1977 "gram" "lo"
"3018" "postV1" 33 "gug" 1 "a" 12 "the" "rt" 697 "gram" "hi"
"3019" "postV1" 33 "gug" 5 "a" 12 "the" "rt" 1201 "gram" "hi"
"3020" "postV1" 33 "gug" 13 "a" 12 "the" "rt" 354 "gram" "hi"
"3021" "postV1" 33 "gug" 14 "b" 12 "the" "rt" 402 "gram" "lo"
"3022" "postV1" 33 "gug" 6 "b" 12 "the" "rt" 385 "gram" "lo"
"3023" "postV1" 33 "gug" 10 "b" 12 "the" "rt" 449 "gram" "lo"
"3024" "postV1" 33 "gug" 9 "a" 12 "the" "rt" 337 "gram" "hi"
"3025" "postV1" 34 "gug" 13 "b" 12 "the" "rt" 321 "gram" "lo"
"3026" "postV1" 34 "gug" 5 "b" 12 "the" "rt" 393 "gram" "lo"
"3027" "postV1" 34 "gug" 12 "a" 12 "the" "rt" 3641 "gram" "hi"
"3028" "postV1" 34 "gug" 4 "a" 12 "the" "rt" 1217 "gram" "hi"
"3029" "postV1" 34 "gug" 16 "a" 12 "the" "rt" 778 "gram" "hi"
"3030" "postV1" 34 "gug" 8 "a" 12 "the" "rt" 369 "gram" "hi"
"3031" "postV1" 34 "gug" 1 "b" 12 "the" "rt" 360 "gram" "lo"
"3032" "postV1" 34 "gug" 9 "b" 12 "the" "rt" 338 "gram" "lo"
"3033" "postV1" 35 "gug" 16 "b" 12 "the" "rt" 321 "gram" "lo"
"3034" "postV1" 35 "gug" 7 "a" 12 "the" "rt" 393 "gram" "hi"
"3035" "postV1" 35 "gug" 15 "a" 12 "the" "rt" 2026 "gram" "hi"
"3036" "postV1" 35 "gug" 8 "b" 12 "the" "rt" 945 "gram" "lo"
"3037" "postV1" 35 "gug" 4 "b" 12 "the" "rt" 418 "gram" "lo"
"3038" "postV1" 35 "gug" 11 "a" 12 "the" "rt" 922 "gram" "hi"
"3039" "postV1" 35 "gug" 3 "a" 12 "the" "rt" 425 "gram" "hi"
"3040" "postV1" 35 "gug" 12 "b" 12 "the" "rt" 377 "gram" "lo"
"3041" "postV1" 36 "gug" 14 "a" 12 "the" "rt" 642 "gram" "hi"
"3042" "postV1" 36 "gug" 6 "a" 12 "the" "rt" 529 "gram" "hi"
"3043" "postV1" 36 "gug" 11 "b" 12 "the" "rt" 562 "gram" "lo"
"3044" "postV1" 36 "gug" 3 "b" 12 "the" "rt" 793 "gram" "lo"
"3045" "postV1" 36 "gug" 2 "a" 12 "the" "rt" 409 "gram" "hi"
"3046" "postV1" 36 "gug" 7 "b" 12 "the" "rt" 369 "gram" "lo"
"3047" "postV1" 36 "gug" 10 "a" 12 "the" "rt" 457 "gram" "hi"
"3048" "postV1" 36 "gug" 15 "b" 12 "the" "rt" 346 "gram" "lo"
"3049" "postV1" 37 "gug" 1 "a" 12 "the" "rt" 465 "gram" "hi"
"3050" "postV1" 37 "gug" 6 "b" 12 "the" "rt" 466 "gram" "lo"
"3051" "postV1" 37 "gug" 13 "a" 12 "the" "rt" 370 "gram" "hi"
"3052" "postV1" 37 "gug" 9 "a" 12 "the" "rt" 241 "gram" "hi"
"3053" "postV1" 37 "gug" 2 "b" 12 "the" "rt" 321 "gram" "lo"
"3054" "postV1" 37 "gug" 5 "a" 12 "the" "rt" 289 "gram" "hi"
"3055" "postV1" 37 "gug" 10 "b" 12 "the" "rt" 361 "gram" "lo"
"3056" "postV1" 37 "gug" 14 "b" 12 "the" "rt" 281 "gram" "lo"
"3057" "postV1" 38 "gug" 1 "b" 12 "the" "rt" 553 "gram" "lo"
"3058" "postV1" 38 "gug" 12 "a" 12 "the" "rt" 673 "gram" "hi"
"3059" "postV1" 38 "gug" 8 "a" 12 "the" "rt" 744 "gram" "hi"
"3060" "postV1" 38 "gug" 5 "b" 12 "the" "rt" 697 "gram" "lo"
"3061" "postV1" 38 "gug" 13 "b" 12 "the" "rt" 505 "gram" "lo"
"3062" "postV1" 38 "gug" 16 "a" 12 "the" "rt" 561 "gram" "hi"
"3063" "postV1" 38 "gug" 9 "b" 12 "the" "rt" 721 "gram" "lo"
"3064" "postV1" 38 "gug" 4 "a" 12 "the" "rt" 818 "gram" "hi"
"3065" "postV1" 39 "gug" 8 "b" 12 "the" "rt" 377 "gram" "lo"
"3066" "postV1" 39 "gug" 16 "b" 12 "the" "rt" 297 "gram" "lo"
"3067" "postV1" 39 "gug" 4 "b" 12 "the" "rt" 849 "gram" "lo"
"3068" "postV1" 39 "gug" 7 "a" 12 "the" "rt" 425 "gram" "hi"
"3069" "postV1" 39 "gug" 11 "a" 12 "the" "rt" 553 "gram" "hi"
"3070" "postV1" 39 "gug" 12 "b" 12 "the" "rt" 570 "gram" "lo"
"3071" "postV1" 39 "gug" 15 "a" 12 "the" "rt" 305 "gram" "hi"
"3072" "postV1" 39 "gug" 3 "a" 12 "the" "rt" 257 "gram" "hi"
"3073" "postV1" 4 "gug" 10 "a" 12 "the" "rt" 2377 "gram" "hi"
"3074" "postV1" 4 "gug" 2 "a" 12 "the" "rt" 1249 "gram" "hi"
"3075" "postV1" 4 "gug" 14 "a" 12 "the" "rt" 353 "gram" "hi"
"3076" "postV1" 4 "gug" 6 "a" 12 "the" "rt" 1505 "gram" "hi"
"3077" "postV1" 4 "gug" 3 "b" 12 "the" "rt" 609 "gram" "lo"
"3078" "postV1" 4 "gug" 7 "b" 12 "the" "rt" 465 "gram" "lo"
"3079" "postV1" 4 "gug" 15 "b" 12 "the" "rt" 433 "gram" "lo"
"3080" "postV1" 4 "gug" 11 "b" 12 "the" "rt" 1057 "gram" "lo"
"3081" "postV1" 40 "gug" 6 "a" 12 "the" "rt" 369 "gram" "hi"
"3082" "postV1" 40 "gug" 15 "b" 12 "the" "rt" 1393 "gram" "lo"
"3083" "postV1" 40 "gug" 11 "b" 12 "the" "rt" 1250 "gram" "lo"
"3084" "postV1" 40 "gug" 2 "a" 12 "the" "rt" 441 "gram" "hi"
"3085" "postV1" 40 "gug" 10 "a" 12 "the" "rt" 865 "gram" "hi"
"3086" "postV1" 40 "gug" 3 "b" 12 "the" "rt" 1009 "gram" "lo"
"3087" "postV1" 40 "gug" 14 "a" 12 "the" "rt" 722 "gram" "hi"
"3088" "postV1" 40 "gug" 7 "b" 12 "the" "rt" 1865 "gram" "lo"
"3089" "postV1" 41 "gug" 10 "b" 12 "the" "rt" 425 "gram" "lo"
"3090" "postV1" 41 "gug" 2 "b" 12 "the" "rt" 337 "gram" "lo"
"3091" "postV1" 41 "gug" 14 "b" 12 "the" "rt" 865 "gram" "lo"
"3092" "postV1" 41 "gug" 13 "a" 12 "the" "rt" 1033 "gram" "hi"
"3093" "postV1" 41 "gug" 6 "b" 12 "the" "rt" 3657 "gram" "lo"
"3094" "postV1" 41 "gug" 9 "a" 12 "the" "rt" 3633 "gram" "hi"
"3095" "postV1" 41 "gug" 1 "a" 12 "the" "rt" 2409 "gram" "hi"
"3096" "postV1" 41 "gug" 5 "a" 12 "the" "rt" 1289 "gram" "hi"
"3097" "postV1" 42 "gug" 9 "b" 12 "the" "rt" 329 "gram" "lo"
"3098" "postV1" 42 "gug" 12 "a" 12 "the" "rt" 2433 "gram" "hi"
"3099" "postV1" 42 "gug" 5 "b" 12 "the" "rt" 1417 "gram" "lo"
"3100" "postV1" 42 "gug" 16 "a" 12 "the" "rt" 2529 "gram" "hi"
"3101" "postV1" 42 "gug" 8 "a" 12 "the" "rt" 521 "gram" "hi"
"3102" "postV1" 42 "gug" 13 "b" 12 "the" "rt" 425 "gram" "lo"
"3103" "postV1" 42 "gug" 4 "a" 12 "the" "rt" 881 "gram" "hi"
"3104" "postV1" 42 "gug" 1 "b" 12 "the" "rt" 369 "gram" "lo"
"3105" "postV1" 43 "gug" 16 "b" 12 "the" "rt" 409 "gram" "lo"
"3106" "postV1" 43 "gug" 3 "a" 12 "the" "rt" 1377 "gram" "hi"
"3107" "postV1" 43 "gug" 7 "a" 12 "the" "rt" 521 "gram" "hi"
"3108" "postV1" 43 "gug" 4 "b" 12 "the" "rt" 514 "gram" "lo"
"3109" "postV1" 43 "gug" 15 "a" 12 "the" "rt" 1578 "gram" "hi"
"3110" "postV1" 43 "gug" 11 "a" 12 "the" "rt" 393 "gram" "hi"
"3111" "postV1" 43 "gug" 12 "b" 12 "the" "rt" 954 "gram" "lo"
"3112" "postV1" 43 "gug" 8 "b" 12 "the" "rt" 385 "gram" "lo"
"3113" "postV1" 44 "gug" 14 "a" 12 "the" "rt" 457 "gram" "hi"
"3114" "postV1" 44 "gug" 3 "b" 12 "the" "rt" 544 "gram" "lo"
"3115" "postV1" 44 "gug" 15 "b" 12 "the" "rt" 442 "gram" "lo"
"3116" "postV1" 44 "gug" 7 "b" 12 "the" "rt" 569 "gram" "lo"
"3117" "postV1" 44 "gug" 11 "b" 12 "the" "rt" 794 "gram" "lo"
"3118" "postV1" 44 "gug" 10 "a" 12 "the" "rt" 1121 "gram" "hi"
"3119" "postV1" 44 "gug" 6 "a" 12 "the" "rt" 3745 "gram" "hi"
"3120" "postV1" 44 "gug" 2 "a" 12 "the" "rt" 633 "gram" "hi"
"3121" "postV1" 45 "gug" 14 "b" 12 "the" "rt" 545 "gram" "lo"
"3122" "postV1" 45 "gug" 2 "b" 12 "the" "rt" 881 "gram" "lo"
"3123" "postV1" 45 "gug" 10 "b" 12 "the" "rt" 1593 "gram" "lo"
"3124" "postV1" 45 "gug" 9 "a" 12 "the" "rt" 697 "gram" "hi"
"3125" "postV1" 45 "gug" 6 "b" 12 "the" "rt" 401 "gram" "lo"
"3126" "postV1" 45 "gug" 1 "a" 12 "the" "rt" 401 "gram" "hi"
"3127" "postV1" 45 "gug" 13 "a" 12 "the" "rt" 993 "gram" "hi"
"3128" "postV1" 45 "gug" 5 "a" 12 "the" "rt" 665 "gram" "hi"
"3129" "postV1" 46 "gug" 16 "a" 12 "the" "rt" 593 "gram" "hi"
"3130" "postV1" 46 "gug" 1 "b" 12 "the" "rt" 801 "gram" "lo"
"3131" "postV1" 46 "gug" 13 "b" 12 "the" "rt" 586 "gram" "lo"
"3132" "postV1" 46 "gug" 12 "a" 12 "the" "rt" 3185 "gram" "hi"
"3133" "postV1" 46 "gug" 4 "a" 12 "the" "rt" 354 "gram" "hi"
"3134" "postV1" 46 "gug" 9 "b" 12 "the" "rt" 850 "gram" "lo"
"3135" "postV1" 46 "gug" 5 "b" 12 "the" "rt" 545 "gram" "lo"
"3136" "postV1" 46 "gug" 8 "a" 12 "the" "rt" 417 "gram" "hi"
"3137" "postV1" 47 "gug" 15 "a" 12 "the" "rt" 898 "gram" "hi"
"3138" "postV1" 47 "gug" 12 "b" 12 "the" "rt" 1330 "gram" "lo"
"3139" "postV1" 47 "gug" 7 "a" 12 "the" "rt" 665 "gram" "hi"
"3140" "postV1" 47 "gug" 11 "a" 12 "the" "rt" 433 "gram" "hi"
"3141" "postV1" 47 "gug" 3 "a" 12 "the" "rt" 1329 "gram" "hi"
"3142" "postV1" 47 "gug" 4 "b" 12 "the" "rt" 1114 "gram" "lo"
"3143" "postV1" 47 "gug" 16 "b" 12 "the" "rt" 346 "gram" "lo"
"3144" "postV1" 47 "gug" 8 "b" 12 "the" "rt" 986 "gram" "lo"
"3145" "postV1" 48 "gug" 2 "a" 12 "the" "rt" 250 "gram" "hi"
"3146" "postV1" 48 "gug" 14 "a" 12 "the" "rt" 681 "gram" "hi"
"3147" "postV1" 48 "gug" 10 "a" 12 "the" "rt" 1817 "gram" "hi"
"3148" "postV1" 48 "gug" 6 "a" 12 "the" "rt" 682 "gram" "hi"
"3149" "postV1" 48 "gug" 11 "b" 12 "the" "rt" 481 "gram" "lo"
"3150" "postV1" 48 "gug" 7 "b" 12 "the" "rt" 777 "gram" "lo"
"3151" "postV1" 48 "gug" 3 "b" 12 "the" "rt" 553 "gram" "lo"
"3152" "postV1" 48 "gug" 15 "b" 12 "the" "rt" 610 "gram" "lo"
"3153" "postV1" 49 "gug" 1 "a" 12 "the" "rt" 554 "gram" "hi"
"3154" "postV1" 49 "gug" 5 "a" 12 "the" "rt" 681 "gram" "hi"
"3155" "postV1" 49 "gug" 10 "b" 12 "the" "rt" 473 "gram" "lo"
"3156" "postV1" 49 "gug" 14 "b" 12 "the" "rt" 465 "gram" "lo"
"3157" "postV1" 49 "gug" 6 "b" 12 "the" "rt" 538 "gram" "lo"
"3158" "postV1" 49 "gug" 2 "b" 12 "the" "rt" 450 "gram" "lo"
"3159" "postV1" 49 "gug" 13 "a" 12 "the" "rt" 746 "gram" "hi"
"3160" "postV1" 49 "gug" 9 "a" 12 "the" "rt" 546 "gram" "hi"
"3161" "postV1" 5 "gug" 9 "a" 12 "the" "rt" 2129 "gram" "hi"
"3162" "postV1" 5 "gug" 10 "b" 12 "the" "rt" 377 "gram" "lo"
"3163" "postV1" 5 "gug" 13 "a" 12 "the" "rt" 489 "gram" "hi"
"3164" "postV1" 5 "gug" 5 "a" 12 "the" "rt" 353 "gram" "hi"
"3165" "postV1" 5 "gug" 1 "a" 12 "the" "rt" 1257 "gram" "hi"
"3166" "postV1" 5 "gug" 2 "b" 12 "the" "rt" 1649 "gram" "lo"
"3167" "postV1" 5 "gug" 14 "b" 12 "the" "rt" 2929 "gram" "lo"
"3168" "postV1" 5 "gug" 6 "b" 12 "the" "rt" 586 "gram" "lo"
"3169" "postV1" 6 "gug" 5 "b" 12 "the" "rt" 401 "gram" "lo"
