"region" "subject" "expt" "item" "condition" "position" "word" "times" "value" "gram" "int"
"606" "NP3" 25 "gug" 7 "c" 8 "stranger" "rt" 676 "ungram" "hi"
"608" "NP3" 25 "gug" 15 "c" 8 "peasant" "rt" 700 "ungram" "hi"
"610" "NP3" 26 "gug" 9 "b" 8 "bystander" "rt" 1347 "gram" "lo"
"612" "NP3" 26 "gug" 7 "d" 8 "stranger" "rt" 787 "ungram" "lo"
"614" "NP3" 26 "gug" 3 "d" 8 "foreman" "rt" 900 "ungram" "lo"
"616" "NP3" 26 "gug" 12 "a" 8 "teacher" "rt" 995 "gram" "hi"
"618" "NP3" 26 "gug" 4 "a" 8 "professor" "rt" 906 "gram" "hi"
"620" "NP3" 26 "gug" 14 "c" 8 "spy" "rt" 756 "ungram" "hi"
"622" "NP3" 26 "gug" 16 "a" 8 "friend" "rt" 780 "gram" "hi"
"624" "NP3" 26 "gug" 10 "c" 8 "guard" "rt" 867 "ungram" "hi"
"626" "NP3" 26 "gug" 2 "c" 8 "sister" "rt" 723 "ungram" "hi"
"628" "NP3" 26 "gug" 6 "c" 8 "conductor" "rt" 859 "ungram" "hi"
"630" "NP3" 26 "gug" 8 "a" 8 "doctor" "rt" 1668 "gram" "hi"
"632" "NP3" 26 "gug" 13 "b" 8 "worker" "rt" 674 "gram" "lo"
"634" "NP3" 26 "gug" 11 "d" 8 "visitor" "rt" 707 "ungram" "lo"
"636" "NP3" 26 "gug" 15 "d" 8 "peasant" "rt" 884 "ungram" "lo"
"638" "NP3" 26 "gug" 5 "b" 8 "father" "rt" 715 "gram" "lo"
"640" "NP3" 26 "gug" 1 "b" 8 "peasant" "rt" 588 "gram" "lo"
"642" "NP3" 27 "gug" 8 "b" 8 "doctor" "rt" 1074 "gram" "lo"
"644" "NP3" 27 "gug" 14 "d" 8 "spy" "rt" 988 "ungram" "lo"
"646" "NP3" 27 "gug" 6 "d" 8 "conductor" "rt" 1083 "ungram" "lo"
"648" "NP3" 27 "gug" 13 "c" 8 "worker" "rt" 1340 "ungram" "hi"
"650" "NP3" 27 "gug" 2 "d" 8 "sister" "rt" 963 "ungram" "lo"
"652" "NP3" 27 "gug" 12 "b" 8 "teacher" "rt" 699 "gram" "lo"
"654" "NP3" 27 "gug" 9 "c" 8 "bystander" "rt" 1051 "ungram" "hi"
"656" "NP3" 27 "gug" 1 "c" 8 "peasant" "rt" 644 "ungram" "hi"
"658" "NP3" 27 "gug" 7 "a" 8 "stranger" "rt" 699 "gram" "hi"
"660" "NP3" 27 "gug" 4 "b" 8 "professor" "rt" 643 "gram" "lo"
"662" "NP3" 27 "gug" 3 "a" 8 "foreman" "rt" 612 "gram" "hi"
"664" "NP3" 27 "gug" 10 "d" 8 "guard" "rt" 796 "ungram" "lo"
"666" "NP3" 27 "gug" 5 "c" 8 "father" "rt" 828 "ungram" "hi"
"668" "NP3" 27 "gug" 11 "a" 8 "visitor" "rt" 611 "gram" "hi"
"670" "NP3" 27 "gug" 15 "a" 8 "peasant" "rt" 579 "gram" "hi"
"672" "NP3" 27 "gug" 16 "b" 8 "friend" "rt" 676 "gram" "lo"
"674" "NP3" 28 "gug" 6 "a" 8 "conductor" "rt" 962 "gram" "hi"
"676" "NP3" 28 "gug" 11 "b" 8 "visitor" "rt" 787 "gram" "lo"
"678" "NP3" 28 "gug" 12 "c" 8 "teacher" "rt" 819 "ungram" "hi"
"680" "NP3" 28 "gug" 2 "a" 8 "sister" "rt" 3402 "gram" "hi"
"682" "NP3" 28 "gug" 10 "a" 8 "guard" "rt" 1859 "gram" "hi"
"684" "NP3" 28 "gug" 16 "c" 8 "friend" "rt" 1019 "ungram" "hi"
"686" "NP3" 28 "gug" 8 "c" 8 "doctor" "rt" 1379 "ungram" "hi"
"688" "NP3" 28 "gug" 9 "d" 8 "bystander" "rt" 1027 "ungram" "lo"
"690" "NP3" 28 "gug" 14 "a" 8 "spy" "rt" 747 "gram" "hi"
"692" "NP3" 28 "gug" 3 "b" 8 "foreman" "rt" 1859 "gram" "lo"
"694" "NP3" 28 "gug" 5 "d" 8 "father" "rt" 803 "ungram" "lo"
"696" "NP3" 28 "gug" 4 "c" 8 "professor" "rt" 698 "ungram" "hi"
"698" "NP3" 28 "gug" 13 "d" 8 "worker" "rt" 819 "ungram" "lo"
"700" "NP3" 28 "gug" 1 "d" 8 "peasant" "rt" 795 "ungram" "lo"
"702" "NP3" 28 "gug" 15 "b" 8 "peasant" "rt" 843 "gram" "lo"
"704" "NP3" 28 "gug" 7 "b" 8 "stranger" "rt" 1011 "gram" "lo"
"706" "NP3" 29 "gug" 5 "a" 8 "father" "rt" 2474 "gram" "hi"
"708" "NP3" 29 "gug" 1 "a" 8 "peasant" "rt" 1419 "gram" "hi"
"710" "NP3" 29 "gug" 15 "c" 8 "peasant" "rt" 868 "ungram" "hi"
"712" "NP3" 29 "gug" 7 "c" 8 "stranger" "rt" 915 "ungram" "hi"
"714" "NP3" 29 "gug" 10 "b" 8 "guard" "rt" 2659 "gram" "lo"
"716" "NP3" 29 "gug" 9 "a" 8 "bystander" "rt" 708 "gram" "hi"
"718" "NP3" 29 "gug" 4 "d" 8 "professor" "rt" 891 "ungram" "lo"
"720" "NP3" 29 "gug" 2 "b" 8 "sister" "rt" 604 "gram" "lo"
"722" "NP3" 29 "gug" 3 "c" 8 "foreman" "rt" 754 "ungram" "hi"
"724" "NP3" 29 "gug" 13 "a" 8 "worker" "rt" 1258 "gram" "hi"
"726" "NP3" 29 "gug" 11 "c" 8 "visitor" "rt" 3522 "ungram" "hi"
"728" "NP3" 29 "gug" 14 "b" 8 "spy" "rt" 668 "gram" "lo"
"730" "NP3" 29 "gug" 8 "d" 8 "doctor" "rt" 3675 "ungram" "lo"
"732" "NP3" 29 "gug" 16 "d" 8 "friend" "rt" 780 "ungram" "lo"
"734" "NP3" 29 "gug" 12 "d" 8 "teacher" "rt" 634 "ungram" "lo"
"736" "NP3" 29 "gug" 6 "b" 8 "conductor" "rt" 763 "gram" "lo"
"738" "NP3" 3 "gug" 3 "a" 8 "foreman" "rt" 1025 "gram" "hi"
"740" "NP3" 3 "gug" 1 "c" 8 "peasant" "rt" 852 "ungram" "hi"
"742" "NP3" 3 "gug" 14 "d" 8 "spy" "rt" 2523 "ungram" "lo"
"744" "NP3" 3 "gug" 2 "d" 8 "sister" "rt" 779 "ungram" "lo"
"746" "NP3" 3 "gug" 16 "b" 8 "friend" "rt" 1155 "gram" "lo"
"748" "NP3" 3 "gug" 15 "a" 8 "peasant" "rt" 691 "gram" "hi"
"750" "NP3" 3 "gug" 4 "b" 8 "professor" "rt" 803 "gram" "lo"
"752" "NP3" 3 "gug" 11 "a" 8 "visitor" "rt" 842 "gram" "hi"
"754" "NP3" 3 "gug" 8 "b" 8 "doctor" "rt" 1356 "gram" "lo"
"756" "NP3" 3 "gug" 5 "c" 8 "father" "rt" 956 "ungram" "hi"
"758" "NP3" 3 "gug" 12 "b" 8 "teacher" "rt" 1539 "gram" "lo"
"760" "NP3" 3 "gug" 9 "c" 8 "bystander" "rt" 843 "ungram" "hi"
"762" "NP3" 3 "gug" 10 "d" 8 "guard" "rt" 787 "ungram" "lo"
"764" "NP3" 3 "gug" 13 "c" 8 "worker" "rt" 1466 "ungram" "hi"
"766" "NP3" 3 "gug" 6 "d" 8 "conductor" "rt" 1659 "ungram" "lo"
"768" "NP3" 3 "gug" 7 "a" 8 "stranger" "rt" 618 "gram" "hi"
"770" "NP3" 30 "gug" 10 "c" 8 "guard" "rt" 2450 "ungram" "hi"
"772" "NP3" 30 "gug" 4 "a" 8 "professor" "rt" 1562 "gram" "hi"
"774" "NP3" 30 "gug" 5 "b" 8 "father" "rt" 2331 "gram" "lo"
"776" "NP3" 30 "gug" 13 "b" 8 "worker" "rt" 2858 "gram" "lo"
"778" "NP3" 30 "gug" 12 "a" 8 "teacher" "rt" 2571 "gram" "hi"
"780" "NP3" 30 "gug" 7 "d" 8 "stranger" "rt" 1451 "ungram" "lo"
"782" "NP3" 30 "gug" 11 "d" 8 "visitor" "rt" 1842 "ungram" "lo"
"784" "NP3" 30 "gug" 16 "a" 8 "friend" "rt" 2395 "gram" "hi"
"786" "NP3" 30 "gug" 1 "b" 8 "peasant" "rt" 1099 "gram" "lo"
"788" "NP3" 30 "gug" 14 "c" 8 "spy" "rt" 1003 "ungram" "hi"
"790" "NP3" 30 "gug" 8 "a" 8 "doctor" "rt" 1331 "gram" "hi"
"792" "NP3" 30 "gug" 9 "b" 8 "bystander" "rt" 1275 "gram" "lo"
"794" "NP3" 30 "gug" 2 "c" 8 "sister" "rt" 1362 "ungram" "hi"
"796" "NP3" 30 "gug" 3 "d" 8 "foreman" "rt" 1556 "ungram" "lo"
"798" "NP3" 30 "gug" 15 "d" 8 "peasant" "rt" 1194 "ungram" "lo"
"800" "NP3" 30 "gug" 6 "c" 8 "conductor" "rt" 1139 "ungram" "hi"
"802" "NP3" 31 "gug" 13 "c" 8 "worker" "rt" 835 "ungram" "hi"
"804" "NP3" 31 "gug" 5 "c" 8 "father" "rt" 1811 "ungram" "hi"
"806" "NP3" 31 "gug" 16 "b" 8 "friend" "rt" 1843 "gram" "lo"
"808" "NP3" 31 "gug" 1 "c" 8 "peasant" "rt" 1044 "ungram" "hi"
"810" "NP3" 31 "gug" 12 "b" 8 "teacher" "rt" 627 "gram" "lo"
"812" "NP3" 31 "gug" 4 "b" 8 "professor" "rt" 2066 "gram" "lo"
"814" "NP3" 31 "gug" 3 "a" 8 "foreman" "rt" 827 "gram" "hi"
"816" "NP3" 31 "gug" 6 "d" 8 "conductor" "rt" 906 "ungram" "lo"
"818" "NP3" 31 "gug" 7 "a" 8 "stranger" "rt" 1427 "gram" "hi"
"820" "NP3" 31 "gug" 15 "a" 8 "peasant" "rt" 612 "gram" "hi"
"822" "NP3" 31 "gug" 9 "c" 8 "bystander" "rt" 602 "ungram" "hi"
"824" "NP3" 31 "gug" 10 "d" 8 "guard" "rt" 820 "ungram" "lo"
"826" "NP3" 31 "gug" 8 "b" 8 "doctor" "rt" 804 "gram" "lo"
"828" "NP3" 31 "gug" 11 "a" 8 "visitor" "rt" 587 "gram" "hi"
"830" "NP3" 31 "gug" 2 "d" 8 "sister" "rt" 628 "ungram" "lo"
"832" "NP3" 31 "gug" 14 "d" 8 "spy" "rt" 660 "ungram" "lo"
"834" "NP3" 32 "gug" 7 "b" 8 "stranger" "rt" 1178 "gram" "lo"
"836" "NP3" 32 "gug" 16 "c" 8 "friend" "rt" 1251 "ungram" "hi"
"838" "NP3" 32 "gug" 12 "c" 8 "teacher" "rt" 2586 "ungram" "hi"
"840" "NP3" 32 "gug" 5 "d" 8 "father" "rt" 1316 "ungram" "lo"
"842" "NP3" 32 "gug" 9 "d" 8 "bystander" "rt" 1299 "ungram" "lo"
"844" "NP3" 32 "gug" 10 "a" 8 "guard" "rt" 1155 "gram" "hi"
"846" "NP3" 32 "gug" 15 "b" 8 "peasant" "rt" 1868 "gram" "lo"
"848" "NP3" 32 "gug" 4 "c" 8 "professor" "rt" 1186 "ungram" "hi"
"850" "NP3" 32 "gug" 11 "b" 8 "visitor" "rt" 2699 "gram" "lo"
"852" "NP3" 32 "gug" 3 "b" 8 "foreman" "rt" 1100 "gram" "lo"
"854" "NP3" 32 "gug" 14 "a" 8 "spy" "rt" 1219 "gram" "hi"
"856" "NP3" 32 "gug" 2 "a" 8 "sister" "rt" 803 "gram" "hi"
"858" "NP3" 32 "gug" 13 "d" 8 "worker" "rt" 1018 "ungram" "lo"
"860" "NP3" 32 "gug" 8 "c" 8 "doctor" "rt" 867 "ungram" "hi"
"862" "NP3" 32 "gug" 1 "d" 8 "peasant" "rt" 1203 "ungram" "lo"
"864" "NP3" 32 "gug" 6 "a" 8 "conductor" "rt" 1195 "gram" "hi"
"866" "NP3" 33 "gug" 7 "c" 8 "stranger" "rt" 1059 "ungram" "hi"
"868" "NP3" 33 "gug" 2 "b" 8 "sister" "rt" 1052 "gram" "lo"
"870" "NP3" 33 "gug" 4 "d" 8 "professor" "rt" 875 "ungram" "lo"
"872" "NP3" 33 "gug" 11 "c" 8 "visitor" "rt" 748 "ungram" "hi"
"874" "NP3" 33 "gug" 15 "c" 8 "peasant" "rt" 972 "ungram" "hi"
"876" "NP3" 33 "gug" 12 "d" 8 "teacher" "rt" 883 "ungram" "lo"
"878" "NP3" 33 "gug" 1 "a" 8 "peasant" "rt" 612 "gram" "hi"
"880" "NP3" 33 "gug" 16 "d" 8 "friend" "rt" 900 "ungram" "lo"
"882" "NP3" 33 "gug" 5 "a" 8 "father" "rt" 524 "gram" "hi"
"884" "NP3" 33 "gug" 13 "a" 8 "worker" "rt" 620 "gram" "hi"
"886" "NP3" 33 "gug" 14 "b" 8 "spy" "rt" 1028 "gram" "lo"
"888" "NP3" 33 "gug" 6 "b" 8 "conductor" "rt" 1603 "gram" "lo"
"890" "NP3" 33 "gug" 10 "b" 8 "guard" "rt" 524 "gram" "lo"
"892" "NP3" 33 "gug" 8 "d" 8 "doctor" "rt" 532 "ungram" "lo"
"894" "NP3" 33 "gug" 9 "a" 8 "bystander" "rt" 947 "gram" "hi"
"896" "NP3" 33 "gug" 3 "c" 8 "foreman" "rt" 499 "ungram" "hi"
"898" "NP3" 34 "gug" 14 "c" 8 "spy" "rt" 964 "ungram" "hi"
"900" "NP3" 34 "gug" 10 "c" 8 "guard" "rt" 1212 "ungram" "hi"
"902" "NP3" 34 "gug" 13 "b" 8 "worker" "rt" 1180 "gram" "lo"
"904" "NP3" 34 "gug" 6 "c" 8 "conductor" "rt" 1179 "ungram" "hi"
"906" "NP3" 34 "gug" 7 "d" 8 "stranger" "rt" 1442 "ungram" "lo"
"908" "NP3" 34 "gug" 5 "b" 8 "father" "rt" 858 "gram" "lo"
"910" "NP3" 34 "gug" 12 "a" 8 "teacher" "rt" 835 "gram" "hi"
"912" "NP3" 34 "gug" 11 "d" 8 "visitor" "rt" 971 "ungram" "lo"
"914" "NP3" 34 "gug" 4 "a" 8 "professor" "rt" 1379 "gram" "hi"
"916" "NP3" 34 "gug" 16 "a" 8 "friend" "rt" 3659 "gram" "hi"
"918" "NP3" 34 "gug" 3 "d" 8 "foreman" "rt" 1731 "ungram" "lo"
"920" "NP3" 34 "gug" 15 "d" 8 "peasant" "rt" 1051 "ungram" "lo"
"922" "NP3" 34 "gug" 8 "a" 8 "doctor" "rt" 900 "gram" "hi"
"924" "NP3" 34 "gug" 1 "b" 8 "peasant" "rt" 1155 "gram" "lo"
"926" "NP3" 34 "gug" 2 "c" 8 "sister" "rt" 907 "ungram" "hi"
"928" "NP3" 34 "gug" 9 "b" 8 "bystander" "rt" 739 "gram" "lo"
"930" "NP3" 35 "gug" 16 "b" 8 "friend" "rt" 636 "gram" "lo"
"932" "NP3" 35 "gug" 13 "c" 8 "worker" "rt" 636 "ungram" "hi"
"934" "NP3" 35 "gug" 7 "a" 8 "stranger" "rt" 803 "gram" "hi"
"936" "NP3" 35 "gug" 5 "c" 8 "father" "rt" 803 "ungram" "hi"
"938" "NP3" 35 "gug" 15 "a" 8 "peasant" "rt" 1028 "gram" "hi"
"940" "NP3" 35 "gug" 8 "b" 8 "doctor" "rt" 708 "gram" "lo"
"942" "NP3" 35 "gug" 9 "c" 8 "bystander" "rt" 2124 "ungram" "hi"
"944" "NP3" 35 "gug" 4 "b" 8 "professor" "rt" 836 "gram" "lo"
"946" "NP3" 35 "gug" 14 "d" 8 "spy" "rt" 660 "ungram" "lo"
"948" "NP3" 35 "gug" 11 "a" 8 "visitor" "rt" 724 "gram" "hi"
"950" "NP3" 35 "gug" 1 "c" 8 "peasant" "rt" 596 "ungram" "hi"
"952" "NP3" 35 "gug" 10 "d" 8 "guard" "rt" 604 "ungram" "lo"
"954" "NP3" 35 "gug" 3 "a" 8 "foreman" "rt" 596 "gram" "hi"
"956" "NP3" 35 "gug" 12 "b" 8 "teacher" "rt" 731 "gram" "lo"
"958" "NP3" 35 "gug" 2 "d" 8 "sister" "rt" 620 "ungram" "lo"
"960" "NP3" 35 "gug" 6 "d" 8 "conductor" "rt" 1091 "ungram" "lo"
"962" "NP3" 36 "gug" 14 "a" 8 "spy" "rt" 900 "gram" "hi"
"964" "NP3" 36 "gug" 13 "d" 8 "worker" "rt" 883 "ungram" "lo"
"966" "NP3" 36 "gug" 8 "c" 8 "doctor" "rt" 996 "ungram" "hi"
"968" "NP3" 36 "gug" 6 "a" 8 "conductor" "rt" 1035 "gram" "hi"
"970" "NP3" 36 "gug" 11 "b" 8 "visitor" "rt" 795 "gram" "lo"
"972" "NP3" 36 "gug" 5 "d" 8 "father" "rt" 1475 "ungram" "lo"
"974" "NP3" 36 "gug" 3 "b" 8 "foreman" "rt" 764 "gram" "lo"
"976" "NP3" 36 "gug" 9 "d" 8 "bystander" "rt" 1299 "ungram" "lo"
"978" "NP3" 36 "gug" 2 "a" 8 "sister" "rt" 692 "gram" "hi"
"980" "NP3" 36 "gug" 7 "b" 8 "stranger" "rt" 691 "gram" "lo"
"982" "NP3" 36 "gug" 12 "c" 8 "teacher" "rt" 692 "ungram" "hi"
"984" "NP3" 36 "gug" 10 "a" 8 "guard" "rt" 763 "gram" "hi"
"986" "NP3" 36 "gug" 16 "c" 8 "friend" "rt" 627 "ungram" "hi"
"988" "NP3" 36 "gug" 15 "b" 8 "peasant" "rt" 652 "gram" "lo"
"990" "NP3" 36 "gug" 4 "c" 8 "professor" "rt" 611 "ungram" "hi"
"992" "NP3" 36 "gug" 1 "d" 8 "peasant" "rt" 724 "ungram" "lo"
"994" "NP3" 37 "gug" 16 "d" 8 "friend" "rt" 739 "ungram" "lo"
"996" "NP3" 37 "gug" 1 "a" 8 "peasant" "rt" 4202 "gram" "hi"
"998" "NP3" 37 "gug" 11 "c" 8 "visitor" "rt" 708 "ungram" "hi"
"1000" "NP3" 37 "gug" 8 "d" 8 "doctor" "rt" 659 "ungram" "lo"
"1002" "NP3" 37 "gug" 3 "c" 8 "foreman" "rt" 1036 "ungram" "hi"
"1004" "NP3" 37 "gug" 7 "c" 8 "stranger" "rt" 587 "ungram" "hi"
"1006" "NP3" 37 "gug" 6 "b" 8 "conductor" "rt" 795 "gram" "lo"
"1008" "NP3" 37 "gug" 4 "d" 8 "professor" "rt" 579 "ungram" "lo"
"1010" "NP3" 37 "gug" 13 "a" 8 "worker" "rt" 651 "gram" "hi"
"1012" "NP3" 37 "gug" 9 "a" 8 "bystander" "rt" 658 "gram" "hi"
"1014" "NP3" 37 "gug" 2 "b" 8 "sister" "rt" 564 "gram" "lo"
"1016" "NP3" 37 "gug" 15 "c" 8 "peasant" "rt" 740 "ungram" "hi"
"1018" "NP3" 37 "gug" 5 "a" 8 "father" "rt" 2187 "gram" "hi"
"1020" "NP3" 37 "gug" 12 "d" 8 "teacher" "rt" 764 "ungram" "lo"
"1022" "NP3" 37 "gug" 10 "b" 8 "guard" "rt" 722 "gram" "lo"
"1024" "NP3" 37 "gug" 14 "b" 8 "spy" "rt" 1612 "gram" "lo"
"1026" "NP3" 38 "gug" 1 "b" 8 "peasant" "rt" 1530 "gram" "lo"
"1028" "NP3" 38 "gug" 12 "a" 8 "teacher" "rt" 2418 "gram" "hi"
"1030" "NP3" 38 "gug" 8 "a" 8 "doctor" "rt" 1035 "gram" "hi"
"1032" "NP3" 38 "gug" 3 "d" 8 "foreman" "rt" 1194 "ungram" "lo"
"1034" "NP3" 38 "gug" 11 "d" 8 "visitor" "rt" 2002 "ungram" "lo"
"1036" "NP3" 38 "gug" 7 "d" 8 "stranger" "rt" 1235 "ungram" "lo"
"1038" "NP3" 38 "gug" 5 "b" 8 "father" "rt" 931 "gram" "lo"
"1040" "NP3" 38 "gug" 13 "b" 8 "worker" "rt" 972 "gram" "lo"
"1042" "NP3" 38 "gug" 10 "c" 8 "guard" "rt" 818 "ungram" "hi"
"1044" "NP3" 38 "gug" 15 "d" 8 "peasant" "rt" 963 "ungram" "lo"
"1046" "NP3" 38 "gug" 6 "c" 8 "conductor" "rt" 764 "ungram" "hi"
"1048" "NP3" 38 "gug" 16 "a" 8 "friend" "rt" 1947 "gram" "hi"
"1050" "NP3" 38 "gug" 2 "c" 8 "sister" "rt" 796 "ungram" "hi"
"1052" "NP3" 38 "gug" 9 "b" 8 "bystander" "rt" 651 "gram" "lo"
"1054" "NP3" 38 "gug" 14 "c" 8 "spy" "rt" 852 "ungram" "hi"
"1056" "NP3" 38 "gug" 4 "a" 8 "professor" "rt" 787 "gram" "hi"
"1058" "NP3" 39 "gug" 5 "c" 8 "father" "rt" 2595 "ungram" "hi"
"1060" "NP3" 39 "gug" 9 "c" 8 "bystander" "rt" 850 "ungram" "hi"
"1062" "NP3" 39 "gug" 8 "b" 8 "doctor" "rt" 924 "gram" "lo"
"1064" "NP3" 39 "gug" 10 "d" 8 "guard" "rt" 2034 "ungram" "lo"
"1066" "NP3" 39 "gug" 16 "b" 8 "friend" "rt" 618 "gram" "lo"
"1068" "NP3" 39 "gug" 4 "b" 8 "professor" "rt" 722 "gram" "lo"
"1070" "NP3" 39 "gug" 7 "a" 8 "stranger" "rt" 1106 "gram" "hi"
"1072" "NP3" 39 "gug" 6 "d" 8 "conductor" "rt" 986 "ungram" "lo"
"1074" "NP3" 39 "gug" 11 "a" 8 "visitor" "rt" 1138 "gram" "hi"
"1076" "NP3" 39 "gug" 14 "d" 8 "spy" "rt" 1212 "ungram" "lo"
"1078" "NP3" 39 "gug" 12 "b" 8 "teacher" "rt" 571 "gram" "lo"
"1080" "NP3" 39 "gug" 1 "c" 8 "peasant" "rt" 1026 "ungram" "hi"
"1082" "NP3" 39 "gug" 15 "a" 8 "peasant" "rt" 754 "gram" "hi"
"1084" "NP3" 39 "gug" 2 "d" 8 "sister" "rt" 859 "ungram" "lo"
"1086" "NP3" 39 "gug" 3 "a" 8 "foreman" "rt" 780 "gram" "hi"
"1088" "NP3" 39 "gug" 13 "c" 8 "worker" "rt" 691 "ungram" "hi"
"1090" "NP3" 4 "gug" 16 "c" 8 "friend" "rt" 1340 "ungram" "hi"
"1092" "NP3" 4 "gug" 1 "d" 8 "peasant" "rt" 2667 "ungram" "lo"
"1094" "NP3" 4 "gug" 4 "c" 8 "professor" "rt" 1275 "ungram" "hi"
"1096" "NP3" 4 "gug" 10 "a" 8 "guard" "rt" 1852 "gram" "hi"
"1098" "NP3" 4 "gug" 2 "a" 8 "sister" "rt" 972 "gram" "hi"
"1100" "NP3" 4 "gug" 8 "c" 8 "doctor" "rt" 1140 "ungram" "hi"
"1102" "NP3" 4 "gug" 12 "c" 8 "teacher" "rt" 1354 "ungram" "hi"
"1104" "NP3" 4 "gug" 14 "a" 8 "spy" "rt" 716 "gram" "hi"
"1106" "NP3" 4 "gug" 5 "d" 8 "father" "rt" 3707 "ungram" "lo"
"1108" "NP3" 4 "gug" 6 "a" 8 "conductor" "rt" 1619 "gram" "hi"
"1110" "NP3" 4 "gug" 3 "b" 8 "foreman" "rt" 1179 "gram" "lo"
"1112" "NP3" 4 "gug" 7 "b" 8 "stranger" "rt" 1930 "gram" "lo"
"1114" "NP3" 4 "gug" 15 "b" 8 "peasant" "rt" 1043 "gram" "lo"
"1116" "NP3" 4 "gug" 11 "b" 8 "visitor" "rt" 2003 "gram" "lo"
"1118" "NP3" 4 "gug" 13 "d" 8 "worker" "rt" 1515 "ungram" "lo"
"1120" "NP3" 4 "gug" 9 "d" 8 "bystander" "rt" 1156 "ungram" "lo"
"1122" "NP3" 40 "gug" 16 "c" 8 "friend" "rt" 1307 "ungram" "hi"
"1124" "NP3" 40 "gug" 6 "a" 8 "conductor" "rt" 844 "gram" "hi"
"1126" "NP3" 40 "gug" 9 "d" 8 "bystander" "rt" 940 "ungram" "lo"
"1128" "NP3" 40 "gug" 8 "c" 8 "doctor" "rt" 972 "ungram" "hi"
"1130" "NP3" 40 "gug" 1 "d" 8 "peasant" "rt" 962 "ungram" "lo"
"1132" "NP3" 40 "gug" 12 "c" 8 "teacher" "rt" 787 "ungram" "hi"
"1134" "NP3" 40 "gug" 15 "b" 8 "peasant" "rt" 899 "gram" "lo"
"1136" "NP3" 40 "gug" 11 "b" 8 "visitor" "rt" 955 "gram" "lo"
"1138" "NP3" 40 "gug" 2 "a" 8 "sister" "rt" 2187 "gram" "hi"
"1140" "NP3" 40 "gug" 10 "a" 8 "guard" "rt" 2035 "gram" "hi"
"1142" "NP3" 40 "gug" 3 "b" 8 "foreman" "rt" 1323 "gram" "lo"
"1144" "NP3" 40 "gug" 14 "a" 8 "spy" "rt" 1620 "gram" "hi"
"1146" "NP3" 40 "gug" 4 "c" 8 "professor" "rt" 2035 "ungram" "hi"
"1148" "NP3" 40 "gug" 13 "d" 8 "worker" "rt" 1059 "ungram" "lo"
"1150" "NP3" 40 "gug" 5 "d" 8 "father" "rt" 1020 "ungram" "lo"
"1152" "NP3" 40 "gug" 7 "b" 8 "stranger" "rt" 1156 "gram" "lo"
"1154" "NP3" 41 "gug" 10 "b" 8 "guard" "rt" 2291 "gram" "lo"
"1156" "NP3" 41 "gug" 7 "c" 8 "stranger" "rt" 1187 "ungram" "hi"
"1158" "NP3" 41 "gug" 8 "d" 8 "doctor" "rt" 732 "ungram" "lo"
"1160" "NP3" 41 "gug" 15 "c" 8 "peasant" "rt" 859 "ungram" "hi"
"1162" "NP3" 41 "gug" 11 "c" 8 "visitor" "rt" 2131 "ungram" "hi"
"1164" "NP3" 41 "gug" 16 "d" 8 "friend" "rt" 700 "ungram" "lo"
"1166" "NP3" 41 "gug" 2 "b" 8 "sister" "rt" 739 "gram" "lo"
"1168" "NP3" 41 "gug" 4 "d" 8 "professor" "rt" 1667 "ungram" "lo"
"1170" "NP3" 41 "gug" 14 "b" 8 "spy" "rt" 1195 "gram" "lo"
"1172" "NP3" 41 "gug" 13 "a" 8 "worker" "rt" 754 "gram" "hi"
"1174" "NP3" 41 "gug" 6 "b" 8 "conductor" "rt" 1043 "gram" "lo"
"1176" "NP3" 41 "gug" 9 "a" 8 "bystander" "rt" 571 "gram" "hi"
"1178" "NP3" 41 "gug" 1 "a" 8 "peasant" "rt" 835 "gram" "hi"
"1180" "NP3" 41 "gug" 3 "c" 8 "foreman" "rt" 515 "ungram" "hi"
"1182" "NP3" 41 "gug" 12 "d" 8 "teacher" "rt" 1666 "ungram" "lo"
"1184" "NP3" 41 "gug" 5 "a" 8 "father" "rt" 516 "gram" "hi"
"1186" "NP3" 42 "gug" 9 "b" 8 "bystander" "rt" 938 "gram" "lo"
"1188" "NP3" 42 "gug" 12 "a" 8 "teacher" "rt" 524 "gram" "hi"
"1190" "NP3" 42 "gug" 5 "b" 8 "father" "rt" 1227 "gram" "lo"
"1192" "NP3" 42 "gug" 16 "a" 8 "friend" "rt" 803 "gram" "hi"
"1194" "NP3" 42 "gug" 11 "d" 8 "visitor" "rt" 771 "ungram" "lo"
"1196" "NP3" 42 "gug" 8 "a" 8 "doctor" "rt" 1172 "gram" "hi"
"1198" "NP3" 42 "gug" 10 "c" 8 "guard" "rt" 884 "ungram" "hi"
"1200" "NP3" 42 "gug" 13 "b" 8 "worker" "rt" 780 "gram" "lo"
"1202" "NP3" 42 "gug" 15 "d" 8 "peasant" "rt" 867 "ungram" "lo"
"1204" "NP3" 42 "gug" 4 "a" 8 "professor" "rt" 818 "gram" "hi"
"1206" "NP3" 42 "gug" 2 "c" 8 "sister" "rt" 907 "ungram" "hi"
"1208" "NP3" 42 "gug" 7 "d" 8 "stranger" "rt" 835 "ungram" "lo"
"1210" "NP3" 42 "gug" 6 "c" 8 "conductor" "rt" 3682 "ungram" "hi"
"1212" "NP3" 42 "gug" 3 "d" 8 "foreman" "rt" 1059 "ungram" "lo"
