"subject" "participant" "id" "cond" "trial" "response" "GIVEN_ANSWER" "resp" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT" "dist" "pred" "pred.dist" "nopred.dist"
"5874" "27" "mh" 10 "c" 19 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 1 -1
"5881" "27" "mh" 20 "a" 21 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"5888" "27" "mh" 11 "b" 27 6 6 1 1 42 1 0 42 42 219 42 42 177 0 177 0 0 177 1 -1 0 0
"5895" "27" "mh" 17 "d" 29 6 6 1 1 85 1 0 85 85 479 85 85 394 0 394 0 0 394 1 1 0 1
"5902" "27" "mh" 21 "d" 31 6 6 1 1 101 1 0 311 311 1050 311 311 739 0 739 0 0 739 1 1 0 1
"5909" "27" "mh" 31 "c" 33 6 6 1 1 68 1 0 369 369 369 369 369 0 0 0 0 0 369 -1 1 1 -1
"5916" "27" "mh" 29 "a" 36 6 7 0 1 38 1 0 297 297 297 297 297 0 0 0 0 0 297 -1 -1 -1 0
"5923" "27" "mh" 27 "c" 39 6 6 1 1 29 1 0 29 29 316 29 29 287 0 287 0 0 287 -1 1 0 -1
"5930" "27" "mh" 4 "c" 41 7 7 1 1 173 1 0 299 299 299 299 299 0 0 0 0 0 299 -1 1 1 -1
"5937" "27" "mh" 34 "a" 43 7 7 1 1 0 0 0 0 0 140 0 0 140 0 140 0 0 140 -1 -1 -1 0
"5944" "27" "mh" 15 "b" 46 6 6 1 1 0 0 0 0 0 187 0 0 187 0 187 0 0 187 1 -1 0 0
"5951" "27" "mh" 3 "d" 51 6 6 1 1 184 1 184 184 184 184 184 184 0 0 0 0 0 184 1 1 0 1
"5958" "27" "mh" 24 "a" 60 7 7 1 1 34 1 0 34 34 189 34 34 155 0 155 0 0 155 -1 -1 -1 0
"5965" "27" "mh" 23 "b" 62 6 6 1 1 71 1 0 226 226 702 226 226 476 0 476 0 0 476 1 -1 0 0
"5972" "27" "mh" 2 "a" 64 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"5979" "27" "mh" 30 "d" 66 7 7 1 1 173 1 173 173 173 173 173 173 0 0 0 0 0 173 1 1 0 1
"5986" "27" "mh" 25 "d" 70 6 6 1 1 16 1 16 16 16 16 16 16 0 0 0 0 0 16 1 1 0 1
"5993" "27" "mh" 19 "b" 73 6 7 0 1 178 1 178 178 178 178 178 178 0 0 0 0 0 178 1 -1 0 0
"6000" "27" "mh" 16 "a" 75 7 7 1 1 185 1 185 185 185 185 185 185 0 0 0 0 0 185 -1 -1 -1 0
"6007" "27" "mh" 7 "a" 77 6 6 1 1 0 0 0 0 0 156 0 0 156 0 156 0 0 156 -1 -1 -1 0
"6014" "27" "mh" 22 "c" 80 7 7 1 1 78 1 78 78 78 78 78 78 0 0 0 0 0 78 -1 1 1 -1
"6021" "27" "mh" 36 "c" 83 7 6 0 1 0 0 0 0 0 165 0 0 165 0 165 0 0 165 -1 1 0 -1
"6028" "27" "mh" 1 "b" 85 6 6 1 1 166 1 166 166 166 166 166 166 0 0 0 0 0 166 1 -1 0 0
"6035" "27" "mh" 35 "d" 87 6 6 1 1 173 1 0 173 173 388 173 173 215 0 215 0 0 215 1 1 0 1
"6042" "27" "mh" 18 "c" 90 7 7 1 1 31 1 0 313 313 313 313 313 0 0 0 0 0 313 -1 1 1 -1
"6049" "27" "mh" 33 "b" 92 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0
"6056" "27" "mh" 8 "d" 96 7 7 1 1 180 1 180 180 180 180 180 180 0 0 0 0 0 180 1 1 0 1
"6063" "28" "mkh" 6 "d" 4 7 7 1 1 205 1 0 391 391 598 391 391 207 0 207 0 0 207 1 1 0 1
"6070" "28" "mkh" 13 "b" 6 6 6 1 1 215 1 215 215 215 215 215 215 0 0 0 0 0 215 1 -1 0 0
"6077" "28" "mkh" 12 "c" 9 7 7 1 1 189 1 0 329 329 329 329 329 0 0 0 0 0 329 -1 1 0 -1
"6084" "28" "mkh" 28 "d" 13 7 7 1 1 201 1 201 201 201 201 201 201 0 0 0 0 0 201 1 1 1 1
"6091" "28" "mkh" 14 "a" 17 7 7 1 1 217 1 217 217 217 217 217 217 0 0 0 0 0 217 -1 -1 -1 0
"6098" "28" "mkh" 10 "a" 19 7 7 1 1 229 1 229 229 229 229 229 229 0 0 0 0 0 229 -1 -1 -1 0
"6105" "28" "mkh" 20 "c" 21 7 7 1 1 206 1 206 206 206 206 206 206 0 0 0 0 0 206 -1 1 1 -1
"6112" "28" "mkh" 11 "d" 27 6 6 1 1 214 1 214 214 214 214 214 214 0 0 0 0 0 214 1 1 1 1
"6119" "28" "mkh" 17 "b" 29 6 6 1 1 186 1 0 377 377 377 377 377 0 0 0 0 0 377 1 -1 1 0
"6126" "28" "mkh" 21 "b" 31 6 7 0 1 197 1 0 387 387 387 387 387 0 0 0 0 0 387 1 -1 1 0
"6133" "28" "mkh" 31 "a" 33 6 6 1 1 172 1 0 360 360 360 360 360 0 0 0 0 0 360 -1 -1 -1 0
"6140" "28" "mkh" 29 "c" 36 6 6 1 1 192 1 192 192 192 192 192 192 0 0 0 0 0 192 -1 1 0 -1
"6147" "28" "mkh" 27 "a" 39 6 6 1 1 194 1 0 387 387 387 387 387 0 0 0 0 0 387 -1 -1 -1 0
"6154" "28" "mkh" 4 "a" 41 7 7 1 1 197 1 0 362 362 362 362 362 0 0 0 0 0 362 -1 -1 -1 0
"6161" "28" "mkh" 34 "c" 43 7 7 1 1 241 1 0 241 241 455 241 241 214 0 214 0 0 214 -1 1 0 -1
"6168" "28" "mkh" 15 "d" 46 6 7 0 1 56 1 0 56 56 222 56 56 166 0 166 0 0 166 1 1 0 1
"6175" "28" "mkh" 3 "b" 51 6 6 1 1 190 1 0 410 410 410 410 410 0 0 0 0 0 410 1 -1 0 0
"6182" "28" "mkh" 24 "c" 60 7 7 1 1 210 1 0 422 422 422 422 422 0 0 0 0 0 422 -1 1 1 -1
"6189" "28" "mkh" 23 "d" 62 6 6 1 1 202 1 0 1674 1674 2403 1674 1674 729 0 729 0 0 729 1 1 0 1
"6196" "28" "mkh" 2 "c" 64 7 7 1 1 181 1 181 181 181 181 181 181 0 0 0 0 0 181 -1 1 1 -1
"6203" "28" "mkh" 30 "b" 66 7 6 0 1 193 1 193 193 193 193 193 193 0 0 0 0 0 193 1 -1 0 0
"6210" "28" "mkh" 25 "b" 70 6 6 1 1 183 1 0 404 404 404 404 404 0 0 0 0 0 404 1 -1 1 0
"6217" "28" "mkh" 19 "d" 73 6 6 1 1 203 1 0 363 363 573 363 363 210 0 210 0 0 210 1 1 0 1
"6224" "28" "mkh" 16 "c" 75 7 7 1 1 187 1 0 476 476 737 476 476 261 0 261 0 0 261 -1 1 0 -1
"6231" "28" "mkh" 7 "c" 77 6 6 1 1 187 1 0 561 561 561 561 561 0 0 0 0 0 561 -1 1 1 -1
"6238" "28" "mkh" 22 "a" 80 7 7 1 1 203 1 203 203 203 203 203 203 0 0 0 0 0 203 -1 -1 -1 0
"6245" "28" "mkh" 36 "a" 83 7 7 1 1 186 1 0 363 363 363 363 363 0 0 0 0 0 363 -1 -1 -1 0
"6252" "28" "mkh" 1 "d" 85 6 6 1 1 182 1 0 364 364 364 364 364 0 0 0 0 0 364 1 1 1 1
"6259" "28" "mkh" 35 "b" 87 6 6 1 1 187 1 0 416 416 416 416 416 0 0 0 0 0 416 1 -1 0 0
"6266" "28" "mkh" 18 "a" 90 7 7 1 1 189 1 0 361 361 361 361 361 0 0 0 0 0 361 -1 -1 -1 0
"6273" "28" "mkh" 33 "d" 92 7 6 0 1 202 1 202 202 202 202 202 202 0 0 0 0 0 202 1 1 1 1
"6280" "28" "mkh" 8 "b" 96 7 7 1 1 203 1 0 395 395 395 395 395 0 0 0 0 0 395 1 -1 1 0
"6287" "29" "mn2" 6 "d" 4 7 7 1 1 250 1 0 782 782 1883 782 782 1101 0 1101 0 0 290 1 1 0 1
"6294" "29" "mn2" 13 "b" 6 6 6 1 1 188 1 188 188 188 188 188 188 0 0 0 0 0 188 1 -1 0 0
"6301" "29" "mn2" 12 "c" 9 7 7 1 1 18 1 18 18 18 18 18 18 0 0 0 0 0 18 -1 1 0 -1
"6308" "29" "mn2" 28 "d" 13 7 7 1 1 57 1 0 57 57 272 57 57 215 0 215 0 0 215 1 1 0 1
"6315" "29" "mn2" 14 "a" 17 7 7 1 1 177 1 0 304 304 512 304 304 208 0 208 0 0 208 -1 -1 -1 0
"6322" "29" "mn2" 10 "a" 19 7 7 1 1 189 1 189 189 189 189 189 189 0 0 0 0 0 189 -1 -1 -1 0
"6329" "29" "mn2" 20 "c" 21 7 7 1 1 137 1 137 137 137 137 137 137 0 0 0 0 0 137 -1 1 0 -1
"6336" "29" "mn2" 11 "d" 27 6 6 1 1 60 1 60 60 60 60 60 60 0 0 0 0 0 60 1 1 0 1
"6343" "29" "mn2" 17 "b" 29 6 6 1 1 191 1 191 191 191 191 191 191 0 0 0 0 0 191 1 -1 0 0
"6350" "29" "mn2" 21 "b" 31 6 7 0 1 269 1 0 269 269 556 269 269 287 0 287 0 0 176 1 -1 0 0
"6357" "29" "mn2" 31 "a" 33 6 6 1 1 69 1 0 69 69 233 69 69 164 0 164 0 0 164 -1 -1 -1 0
"6364" "29" "mn2" 29 "c" 36 6 6 1 1 104 1 0 104 104 273 104 104 169 0 169 0 0 169 -1 1 0 -1
"6371" "29" "mn2" 27 "a" 39 6 6 1 1 87 1 0 300 300 300 300 300 0 0 0 0 0 300 -1 -1 -1 0
"6378" "29" "mn2" 4 "a" 41 7 7 1 1 0 0 0 0 0 168 0 0 168 0 168 0 0 168 -1 -1 -1 0
"6385" "29" "mn2" 34 "c" 43 7 7 1 1 244 1 244 244 244 244 244 244 0 0 0 0 0 244 -1 1 0 -1
"6392" "29" "mn2" 15 "d" 46 6 6 1 1 29 1 0 231 231 449 231 231 218 0 218 0 0 218 1 1 0 1
"6399" "29" "mn2" 3 "b" 51 6 6 1 1 155 1 155 155 155 155 155 155 0 0 0 0 0 155 1 -1 0 0
"6406" "29" "mn2" 24 "c" 60 7 7 1 1 0 0 0 0 0 483 0 0 483 0 483 0 0 314 -1 1 0 -1
"6413" "29" "mn2" 23 "d" 62 6 6 1 1 196 1 0 427 427 2447 427 427 2020 0 2020 0 0 184 1 1 0 1
"6420" "29" "mn2" 2 "c" 64 7 7 1 1 0 0 0 0 0 175 0 0 175 0 175 0 0 175 -1 1 0 -1
"6427" "29" "mn2" 30 "b" 66 7 6 0 1 178 1 178 178 178 178 178 178 0 0 0 0 0 178 1 -1 0 0
"6434" "29" "mn2" 25 "b" 70 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 1 0
"6441" "29" "mn2" 19 "d" 73 6 6 1 1 292 1 292 292 292 292 292 292 0 0 0 0 0 292 1 1 0 1
"6448" "29" "mn2" 16 "c" 75 7 7 1 1 244 1 244 244 244 244 244 244 0 0 0 0 0 244 -1 1 0 -1
"6455" "29" "mn2" 7 "c" 77 6 6 1 1 62 1 0 370 370 449 370 370 79 0 79 0 0 79 -1 1 1 -1
"6462" "29" "mn2" 22 "a" 80 7 7 1 1 283 1 283 283 283 283 283 283 0 0 0 0 0 283 -1 -1 -1 0
"6469" "29" "mn2" 36 "a" 83 7 7 1 1 226 1 0 387 387 387 387 387 0 0 0 0 0 387 -1 -1 -1 0
"6476" "29" "mn2" 1 "d" 85 6 6 1 1 0 0 0 0 0 127 0 0 127 0 127 0 0 127 1 1 0 1
"6483" "29" "mn2" 35 "b" 87 6 6 1 1 203 1 0 364 364 364 364 364 0 0 0 0 0 364 1 -1 1 0
"6490" "29" "mn2" 18 "a" 90 7 7 1 1 193 1 0 396 396 396 396 396 0 0 0 0 0 396 -1 -1 -1 0
"6497" "29" "mn2" 33 "d" 92 7 6 0 1 191 1 191 191 191 191 191 191 0 0 0 0 0 191 1 1 1 1
"6504" "29" "mn2" 8 "b" 96 7 7 1 1 182 1 182 182 182 182 182 182 0 0 0 0 0 182 1 -1 1 0
"6511" "30" "ms" 6 "a" 4 7 7 1 1 292 1 0 1449 1449 1449 1449 1449 0 0 0 0 0 1449 -1 -1 -1 0
"6518" "30" "ms" 13 "c" 6 6 6 1 1 101 1 0 101 101 887 101 101 786 0 786 0 0 225 -1 1 0 -1
"6525" "30" "ms" 12 "d" 9 7 7 1 1 222 1 0 380 380 1021 380 380 641 0 641 0 0 193 1 1 0 1
"6532" "30" "ms" 28 "a" 13 7 7 1 1 89 1 0 89 89 417 89 89 328 0 328 0 0 328 -1 -1 -1 0
"6539" "30" "ms" 14 "b" 17 7 6 0 1 226 1 0 446 446 446 446 446 0 0 0 0 0 446 1 -1 0 0
"6546" "30" "ms" 10 "b" 19 7 6 0 1 292 1 0 292 292 721 292 292 429 0 429 0 0 429 1 -1 0 0
"6553" "30" "ms" 20 "d" 21 7 7 1 1 206 1 0 754 754 754 754 754 0 0 0 0 0 754 1 1 0 1
"6560" "30" "ms" 11 "a" 27 6 6 1 1 29 1 0 29 29 601 29 29 572 0 572 0 0 572 -1 -1 -1 0
"6567" "30" "ms" 17 "c" 29 6 6 1 1 249 1 0 696 696 696 696 696 0 0 0 0 0 696 -1 1 0 -1
"6574" "30" "ms" 21 "c" 31 6 6 1 1 271 1 0 1515 1515 1515 1515 1515 0 0 0 0 0 1515 -1 1 0 -1
"6581" "30" "ms" 31 "b" 33 6 6 1 1 387 1 0 646 646 1001 646 646 355 0 355 0 0 355 1 -1 0 0
"6588" "30" "ms" 29 "d" 36 6 6 1 1 268 1 0 452 452 452 452 452 0 0 0 0 0 452 1 1 0 1
"6595" "30" "ms" 27 "b" 39 6 6 1 1 221 1 0 421 421 421 421 421 0 0 0 0 0 421 1 -1 0 0
"6602" "30" "ms" 4 "b" 41 7 6 0 1 277 1 0 455 455 705 455 455 250 0 250 0 0 250 1 -1 0 0
"6609" "30" "ms" 34 "d" 43 7 6 0 1 245 1 0 426 426 426 426 426 0 0 0 0 0 426 1 1 0 1
"6616" "30" "ms" 15 "a" 46 6 6 1 1 267 1 0 1408 1408 1408 1408 1408 0 0 0 0 0 1408 -1 -1 -1 0
"6623" "30" "ms" 3 "c" 51 6 6 1 1 208 1 0 546 546 546 546 546 0 0 0 0 0 546 -1 1 0 -1
"6630" "30" "ms" 24 "d" 60 7 6 0 1 242 1 0 584 584 828 584 584 244 0 244 0 0 244 1 1 0 1
"6637" "30" "ms" 23 "a" 62 6 6 1 1 278 1 0 884 884 884 884 884 0 0 0 0 0 884 -1 -1 -1 0
"6644" "30" "ms" 2 "d" 64 6 7 0 1 307 1 0 530 530 530 530 530 0 0 0 0 0 530 1 1 0 1
"6651" "30" "ms" 30 "c" 66 7 7 1 1 287 1 0 503 503 503 503 503 0 0 0 0 0 503 -1 1 1 -1
"6658" "30" "ms" 25 "c" 70 6 6 1 1 294 1 0 625 625 834 625 625 209 0 209 0 0 209 -1 1 0 -1
"6665" "30" "ms" 19 "a" 73 6 7 0 1 279 1 0 469 469 926 469 469 457 0 457 0 0 457 -1 -1 -1 0
"6672" "30" "ms" 16 "d" 75 7 7 1 1 277 1 0 1162 1162 2106 1162 1162 944 0 944 0 0 357 1 1 0 1
"6679" "30" "ms" 7 "d" 77 6 6 1 1 324 1 0 578 578 1094 578 578 516 0 516 0 0 516 1 1 0 1
"6686" "30" "ms" 22 "b" 80 7 6 0 1 303 1 0 303 303 1562 303 303 1259 0 1259 0 0 80 1 -1 1 0
"6693" "30" "ms" 36 "b" 83 7 7 1 1 222 1 0 696 696 975 696 696 279 0 279 0 0 279 1 -1 0 0
"6700" "30" "ms" 1 "a" 85 6 6 1 1 280 1 0 453 453 453 453 453 0 0 0 0 0 453 -1 -1 -1 0
"6707" "30" "ms" 35 "c" 87 6 6 1 1 218 1 0 515 515 932 515 515 417 0 417 0 0 417 -1 1 0 -1
"6714" "30" "ms" 18 "b" 90 7 7 1 1 249 1 0 621 621 986 621 621 365 0 365 0 0 365 1 -1 0 0
"6721" "30" "ms" 33 "a" 92 6 6 1 1 236 1 0 512 512 896 512 512 384 0 384 0 0 384 -1 -1 -1 0
"6728" "30" "ms" 8 "c" 96 7 6 0 1 254 1 0 437 437 437 437 437 0 0 0 0 0 437 -1 1 0 -1
"6735" "31" "mv" 6 "b" 4 7 6 0 1 224 1 0 419 419 419 419 419 0 0 0 0 0 419 1 -1 0 0
"6742" "31" "mv" 13 "d" 6 6 6 1 1 193 1 193 193 193 193 193 193 0 0 0 0 0 193 1 1 0 1
"6749" "31" "mv" 12 "a" 9 7 7 1 1 197 1 0 333 333 333 333 333 0 0 0 0 0 333 -1 -1 -1 0
"6756" "31" "mv" 28 "b" 13 7 7 1 1 229 1 0 382 382 382 382 382 0 0 0 0 0 382 1 -1 0 0
"6763" "31" "mv" 14 "c" 17 7 7 1 1 191 1 0 448 448 448 448 448 0 0 0 0 0 448 -1 1 0 -1
"6770" "31" "mv" 10 "c" 19 7 7 1 1 175 1 0 320 320 320 320 320 0 0 0 0 0 320 -1 1 0 -1
"6777" "31" "mv" 20 "a" 21 7 7 1 1 189 1 0 359 359 359 359 359 0 0 0 0 0 359 -1 -1 -1 0
"6784" "31" "mv" 11 "b" 27 6 7 0 1 187 1 0 336 336 336 336 336 0 0 0 0 0 336 1 -1 0 0
"6791" "31" "mv" 17 "d" 29 6 6 1 1 176 1 0 379 379 538 379 379 159 0 159 0 0 159 1 1 0 1
"6798" "31" "mv" 21 "d" 31 6 7 0 1 188 1 0 542 542 542 542 542 0 0 0 0 0 542 1 1 1 1
"6805" "31" "mv" 31 "c" 33 6 6 1 1 174 1 0 396 396 396 396 396 0 0 0 0 0 396 -1 1 0 -1
"6812" "31" "mv" 29 "a" 36 6 6 1 1 182 1 0 337 337 337 337 337 0 0 0 0 0 337 -1 -1 -1 0
"6819" "31" "mv" 27 "c" 39 6 6 1 1 199 1 0 387 387 387 387 387 0 0 0 0 0 387 -1 1 0 -1
"6826" "31" "mv" 4 "c" 41 7 7 1 1 193 1 0 343 343 343 343 343 0 0 0 0 0 343 -1 1 0 -1
"6833" "31" "mv" 34 "a" 43 7 7 1 1 186 1 0 542 542 542 542 542 0 0 0 0 0 542 -1 -1 -1 0
"6840" "31" "mv" 15 "b" 46 6 6 1 1 168 1 0 353 353 353 353 353 0 0 0 0 0 353 1 -1 1 0
"6847" "31" "mv" 3 "d" 51 6 6 1 1 180 1 0 330 330 330 330 330 0 0 0 0 0 330 1 1 1 1
"6854" "31" "mv" 24 "a" 60 7 7 1 1 153 1 153 153 153 153 153 153 0 0 0 0 0 153 -1 -1 -1 0
"6861" "31" "mv" 23 "b" 62 6 6 1 1 164 1 0 401 401 401 401 401 0 0 0 0 0 401 1 -1 1 0
"6868" "31" "mv" 2 "a" 64 7 7 1 1 132 1 0 279 279 279 279 279 0 0 0 0 0 279 -1 -1 -1 0
"6875" "31" "mv" 30 "d" 66 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1
"6882" "31" "mv" 25 "d" 70 6 6 1 1 165 1 0 323 323 323 323 323 0 0 0 0 0 323 1 1 0 1
"6889" "31" "mv" 19 "b" 73 6 6 1 1 175 1 0 386 386 386 386 386 0 0 0 0 0 386 1 -1 0 0
"6896" "31" "mv" 16 "a" 75 7 7 1 1 168 1 0 370 370 370 370 370 0 0 0 0 0 370 -1 -1 -1 0
"6903" "31" "mv" 7 "a" 77 6 6 1 1 188 1 0 363 363 363 363 363 0 0 0 0 0 363 -1 -1 -1 0
"6910" "31" "mv" 22 "c" 80 7 7 1 1 186 1 186 186 186 186 186 186 0 0 0 0 0 186 -1 1 1 -1
"6917" "31" "mv" 36 "c" 83 7 7 1 1 183 1 0 438 438 438 438 438 0 0 0 0 0 438 -1 1 0 -1
"6924" "31" "mv" 1 "b" 85 6 6 1 1 148 1 148 148 148 148 148 148 0 0 0 0 0 148 1 -1 0 0
"6931" "31" "mv" 35 "d" 87 6 6 1 1 177 1 0 331 331 331 331 331 0 0 0 0 0 331 1 1 0 1
"6938" "31" "mv" 18 "c" 90 7 7 1 1 48 1 0 221 221 221 221 221 0 0 0 0 0 221 -1 1 1 -1
"6945" "31" "mv" 33 "b" 92 6 6 1 1 55 1 0 344 344 344 344 344 0 0 0 0 0 344 1 -1 0 0
"6952" "31" "mv" 8 "d" 96 7 7 1 1 33 1 0 210 210 210 210 210 0 0 0 0 0 210 1 1 0 1
"6959" "32" "nf" 6 "b" 4 7 7 1 1 171 1 0 367 367 973 367 367 606 0 606 0 0 147 1 -1 0 0
"6966" "32" "nf" 13 "d" 6 6 6 1 1 45 1 0 45 45 640 45 45 595 0 595 0 0 595 1 1 0 1
"6973" "32" "nf" 12 "a" 9 7 7 1 1 138 1 138 138 138 138 138 138 0 0 0 0 0 138 -1 -1 -1 0
"6980" "32" "nf" 28 "b" 13 7 7 1 1 154 1 0 154 154 382 154 154 228 0 228 0 0 228 1 -1 0 0
"6987" "32" "nf" 14 "c" 17 7 7 1 1 39 1 0 39 39 296 39 39 257 0 257 0 0 257 -1 1 0 -1
"6994" "32" "nf" 10 "c" 19 7 7 1 1 195 1 0 341 341 341 341 341 0 0 0 0 0 341 -1 1 0 -1
"7001" "32" "nf" 20 "a" 21 7 7 1 1 179 1 0 399 399 399 399 399 0 0 0 0 0 399 -1 -1 -1 0
"7008" "32" "nf" 11 "b" 27 6 6 1 1 196 1 196 196 196 196 196 196 0 0 0 0 0 196 1 -1 1 0
"7015" "32" "nf" 17 "d" 29 6 6 1 1 0 0 0 0 0 549 0 0 549 0 549 0 0 346 1 1 0 1
"7022" "32" "nf" 21 "d" 31 6 6 1 1 171 1 0 370 370 876 370 370 506 0 506 0 0 506 1 1 0 1
"7029" "32" "nf" 31 "c" 33 6 6 1 1 67 1 0 67 67 297 67 67 230 0 230 0 0 230 -1 1 0 -1
"7036" "32" "nf" 29 "a" 36 6 6 1 1 169 1 0 169 169 424 169 169 255 0 255 0 0 255 -1 -1 -1 0
"7043" "32" "nf" 27 "c" 39 6 6 1 1 0 0 0 0 0 181 0 0 181 0 181 0 0 181 -1 1 0 -1
"7050" "32" "nf" 4 "c" 41 7 7 1 1 0 0 0 0 0 188 0 0 188 0 188 0 0 188 -1 1 1 -1
"7057" "32" "nf" 34 "a" 43 7 7 1 1 0 0 0 0 0 208 0 0 208 0 208 0 0 208 -1 -1 -1 0
"7064" "32" "nf" 15 "b" 46 6 6 1 1 180 1 0 370 370 370 370 370 0 0 0 0 0 370 1 -1 0 0
"7071" "32" "nf" 3 "d" 51 6 6 1 1 190 1 0 495 495 495 495 495 0 0 0 0 0 495 1 1 0 1
"7078" "32" "nf" 24 "a" 60 7 7 1 1 177 1 0 335 335 335 335 335 0 0 0 0 0 335 -1 -1 -1 0
"7085" "32" "nf" 23 "b" 62 6 6 1 1 168 1 0 766 766 766 766 766 0 0 0 0 0 766 1 -1 0 0
"7092" "32" "nf" 2 "a" 64 7 7 1 1 151 1 0 151 151 490 151 151 339 0 339 0 0 339 -1 -1 -1 0
"7099" "32" "nf" 30 "d" 66 7 7 1 1 153 1 153 153 153 153 153 153 0 0 0 0 0 153 1 1 1 1
"7106" "32" "nf" 25 "d" 70 6 6 1 1 0 0 0 0 0 213 0 0 213 0 213 0 0 213 1 1 0 1
"7113" "32" "nf" 19 "b" 73 6 6 1 1 57 1 0 57 57 257 57 57 200 0 200 0 0 200 1 -1 1 0
"7120" "32" "nf" 16 "a" 75 7 7 1 1 111 1 0 400 400 400 400 400 0 0 0 0 0 400 -1 -1 -1 0
"7127" "32" "nf" 7 "a" 77 6 6 1 1 111 1 0 417 417 417 417 417 0 0 0 0 0 417 -1 -1 -1 0
"7134" "32" "nf" 22 "c" 80 7 7 1 1 181 1 0 398 398 398 398 398 0 0 0 0 0 398 -1 1 0 -1
"7141" "32" "nf" 36 "c" 83 7 7 1 1 163 1 0 472 472 472 472 472 0 0 0 0 0 472 -1 1 0 -1
"7148" "32" "nf" 1 "b" 85 6 6 1 1 52 1 0 52 52 218 52 52 166 0 166 0 0 166 1 -1 0 0
"7155" "32" "nf" 35 "d" 87 6 6 1 1 47 1 0 47 47 339 47 47 292 0 292 0 0 292 1 1 1 1
"7162" "32" "nf" 18 "c" 90 7 7 1 1 0 0 0 0 0 337 0 0 337 0 337 0 0 337 -1 1 0 -1
"7169" "32" "nf" 33 "b" 92 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0
"7176" "32" "nf" 8 "d" 96 7 7 1 1 145 1 0 319 319 319 319 319 0 0 0 0 0 319 1 1 0 1
"7183" "8" "nk" 6 "c" 4 7 7 1 1 220 1 0 395 395 1116 395 395 721 0 721 0 0 243 -1 1 0 -1
"7190" "8" "nk" 13 "a" 6 6 6 1 1 333 1 333 333 333 333 333 333 0 0 0 0 0 333 -1 -1 -1 0
"7197" "8" "nk" 12 "b" 9 7 7 1 1 202 1 202 202 202 202 202 202 0 0 0 0 0 202 1 -1 0 0
"7204" "8" "nk" 28 "c" 13 7 7 1 1 206 1 206 206 206 206 206 206 0 0 0 0 0 206 -1 1 0 -1
"7211" "8" "nk" 14 "d" 17 7 7 1 1 190 1 190 190 190 190 190 190 0 0 0 0 0 190 1 1 1 1
"7218" "8" "nk" 10 "d" 19 7 7 1 1 206 1 206 206 206 206 206 206 0 0 0 0 0 206 1 1 0 1
"7225" "8" "nk" 20 "b" 21 7 7 1 1 192 1 192 192 192 192 192 192 0 0 0 0 0 192 1 -1 0 0
"7232" "8" "nk" 11 "c" 27 6 6 1 1 194 1 194 194 194 194 194 194 0 0 0 0 0 194 -1 1 0 -1
"7239" "8" "nk" 17 "a" 29 6 6 1 1 178 1 0 836 836 836 836 836 0 0 0 0 0 836 -1 -1 -1 0
"7246" "8" "nk" 21 "a" 31 6 6 1 1 199 1 0 394 394 394 394 394 0 0 0 0 0 394 -1 -1 -1 0
"7253" "8" "nk" 31 "d" 33 6 6 1 1 209 1 0 396 396 396 396 396 0 0 0 0 0 396 1 1 0 1
"7260" "8" "nk" 29 "b" 36 6 6 1 1 196 1 0 674 674 674 674 674 0 0 0 0 0 674 1 -1 0 0
"7267" "8" "nk" 27 "d" 39 6 6 1 1 208 1 208 208 208 208 208 208 0 0 0 0 0 208 1 1 0 1
"7274" "8" "nk" 4 "d" 41 6 6 1 1 170 1 0 391 391 391 391 391 0 0 0 0 0 391 1 1 0 1
"7281" "8" "nk" 34 "b" 43 7 7 1 1 190 1 190 190 190 190 190 190 0 0 0 0 0 190 1 -1 0 0
"7288" "8" "nk" 15 "c" 46 6 6 1 1 173 1 0 401 401 578 401 401 177 0 177 0 0 177 -1 1 0 -1
"7295" "8" "nk" 3 "a" 51 6 6 1 1 231 1 0 942 942 942 942 942 0 0 0 0 0 942 -1 -1 -1 0
"7302" "8" "nk" 24 "b" 60 7 7 1 1 217 1 0 723 723 975 723 723 252 0 252 0 0 252 1 -1 0 0
"7309" "8" "nk" 23 "c" 62 6 6 1 1 194 1 0 1072 1072 1072 1072 1072 0 0 0 0 0 1072 -1 1 0 -1
"7316" "8" "nk" 2 "b" 64 7 7 1 1 212 1 0 461 461 461 461 461 0 0 0 0 0 461 1 -1 0 0
"7323" "8" "nk" 30 "a" 66 7 7 1 1 211 1 211 211 211 211 211 211 0 0 0 0 0 211 -1 -1 -1 0
"7330" "8" "nk" 25 "a" 70 6 6 1 1 190 1 0 376 376 520 376 376 144 0 144 0 0 144 -1 -1 -1 0
