"subj" "item" "cond" "pos" "resp" "rt" "roi"
"15835" 14 1 "b" "?" "1" 3203 NA
"15860" 14 2 "c" "0" "-" 399 "predep"
"15861" 14 2 "c" "1" "-" 362 "dep"
"15862" 14 2 "c" "2" "-" 462 "precrit"
"15863" 14 2 "c" "3" "-" 450 "precrit"
"15864" 14 2 "c" "4" "-" 451 "crit"
"15865" 14 2 "c" "5" "-" 397 "postcrit"
"15866" 14 2 "c" "6" "-" 484 "post"
"15867" 14 2 "c" "7" "-" 868 "post"
"15868" 14 2 "c" "8" "-" 1104 "post"
"15869" 14 2 "c" "?" "1" 2621 NA
"15890" 14 4 "a" "0" "-" 627 "predep"
"15891" 14 4 "a" "1" "-" 662 "dep"
"15892" 14 4 "a" "2" "-" 487 "precrit"
"15893" 14 4 "a" "3" "-" 466 "precrit"
"15894" 14 4 "a" "4" "-" 708 "crit"
"15895" 14 4 "a" "5" "-" 459 "postcrit"
"15896" 14 4 "a" "6" "-" 535 "post"
"15897" 14 4 "a" "7" "-" 397 "post"
"15898" 14 4 "a" "8" "-" 786 "post"
"15899" 14 4 "a" "?" "1" 3892 NA
"15909" 14 22 "c" "0" "-" 682 "predep"
"15910" 14 22 "c" "1" "-" 566 "dep"
"15911" 14 22 "c" "2" "-" 502 "precrit"
"15912" 14 22 "c" "3" "-" 454 "precrit"
"15913" 14 22 "c" "4" "-" 860 "crit"
"15914" 14 22 "c" "5" "-" 518 "postcrit"
"15915" 14 22 "c" "6" "-" 753 "post"
"15916" 14 22 "c" "7" "-" 698 "post"
"15917" 14 22 "c" "8" "-" 460 "post"
"15918" 14 22 "c" "9" "-" 583 "post"
"15919" 14 22 "c" "10" "-" 501 "post"
"15920" 14 22 "c" "11" "-" 786 "post"
"15921" 14 22 "c" "12" "-" 974 "post"
"15922" 14 22 "c" "?" "1" 3313 NA
"15935" 14 17 "b" "0" "-" 681 "predep"
"15936" 14 17 "b" "1" "-" 654 "dep"
"15937" 14 17 "b" "2" "-" 1673 "precrit"
"15938" 14 17 "b" "3" "-" 763 "precrit"
"15939" 14 17 "b" "4" "-" 852 "precrit"
"15940" 14 17 "b" "5" "-" 966 "precrit"
"15941" 14 17 "b" "6" "-" 646 "precrit"
"15942" 14 17 "b" "7" "-" 743 "precrit"
"15943" 14 17 "b" "8" "-" 1965 "crit"
"15944" 14 17 "b" "9" "-" 493 "postcrit"
"15945" 14 17 "b" "10" "-" 719 "post"
"15946" 14 17 "b" "11" "-" 652 "post"
"15947" 14 17 "b" "12" "-" 493 "post"
"15948" 14 17 "b" "13" "-" 546 "post"
"15949" 14 17 "b" "14" "-" 810 "post"
"15950" 14 17 "b" "?" "1" 3817 NA
"15974" 14 14 "c" "0" "-" 312 "predep"
"15975" 14 14 "c" "1" "-" 637 "dep"
"15976" 14 14 "c" "2" "-" 556 "precrit"
"15977" 14 14 "c" "3" "-" 1107 "precrit"
"15978" 14 14 "c" "4" "-" 467 "crit"
"15979" 14 14 "c" "5" "-" 536 "postcrit"
"15980" 14 14 "c" "6" "-" 490 "post"
"15981" 14 14 "c" "7" "-" 574 "post"
"15982" 14 14 "c" "8" "-" 1007 "post"
"15983" 14 14 "c" "9" "-" 959 "post"
"15984" 14 14 "c" "?" "1" 10728 NA
"16009" 14 33 "b" "0" "-" 429 "predep"
"16010" 14 33 "b" "1" "-" 437 "dep"
"16011" 14 33 "b" "2" "-" 533 "precrit"
"16012" 14 33 "b" "3" "-" 466 "precrit"
"16013" 14 33 "b" "4" "-" 523 "precrit"
"16014" 14 33 "b" "5" "-" 426 "precrit"
"16015" 14 33 "b" "6" "-" 464 "precrit"
"16016" 14 33 "b" "7" "-" 603 "precrit"
"16017" 14 33 "b" "8" "-" 540 "precrit"
"16018" 14 33 "b" "9" "-" 1126 "crit"
"16019" 14 33 "b" "10" "-" 591 "postcrit"
"16020" 14 33 "b" "11" "-" 601 "post"
"16021" 14 33 "b" "12" "-" 692 "post"
"16022" 14 33 "b" "13" "-" 500 "post"
"16023" 14 33 "b" "?" "1" 5647 NA
"16035" 14 30 "c" "0" "-" 534 "predep"
"16036" 14 30 "c" "1" "-" 615 "dep"
"16037" 14 30 "c" "2" "-" 690 "precrit"
"16038" 14 30 "c" "3" "-" 696 "precrit"
"16039" 14 30 "c" "4" "-" 874 "crit"
"16040" 14 30 "c" "5" "-" 644 "postcrit"
"16041" 14 30 "c" "6" "-" 818 "post"
"16042" 14 30 "c" "7" "-" 491 "post"
"16043" 14 30 "c" "8" "-" 559 "post"
"16044" 14 30 "c" "?" "1" 9280 NA
"16100" 14 16 "a" "0" "-" 334 "predep"
"16101" 14 16 "a" "1" "-" 415 "dep"
"16102" 14 16 "a" "2" "-" 408 "precrit"
"16103" 14 16 "a" "3" "-" 372 "precrit"
"16104" 14 16 "a" "4" "-" 430 "crit"
"16105" 14 16 "a" "5" "-" 408 "postcrit"
"16106" 14 16 "a" "6" "-" 411 "post"
"16107" 14 16 "a" "7" "-" 546 "post"
"16108" 14 16 "a" "8" "-" 433 "post"
"16109" 14 16 "a" "?" "1" 5464 NA
"16140" 14 24 "a" "0" "-" 343 "predep"
"16141" 14 24 "a" "1" "-" 401 "dep"
"16142" 14 24 "a" "2" "-" 399 "precrit"
"16143" 14 24 "a" "3" "-" 345 "precrit"
"16144" 14 24 "a" "4" "-" 392 "crit"
"16145" 14 24 "a" "5" "-" 425 "postcrit"
"16146" 14 24 "a" "6" "-" 371 "post"
"16147" 14 24 "a" "7" "-" 403 "post"
"16148" 14 24 "a" "8" "-" 435 "post"
"16149" 14 24 "a" "?" "1" 4295 NA
"16210" 14 19 "d" "0" "-" 360 "predep"
"16211" 14 19 "d" "1" "-" 673 "dep"
"16212" 14 19 "d" "2" "-" 509 "precrit"
"16213" 14 19 "d" "3" "-" 480 "precrit"
"16214" 14 19 "d" "4" "-" 521 "precrit"
"16215" 14 19 "d" "5" "-" 614 "precrit"
"16216" 14 19 "d" "6" "-" 801 "precrit"
"16217" 14 19 "d" "7" "-" 426 "precrit"
"16218" 14 19 "d" "8" "-" 427 "precrit"
"16219" 14 19 "d" "9" "-" 540 "crit"
"16220" 14 19 "d" "10" "-" 496 "postcrit"
"16221" 14 19 "d" "11" "-" 417 "post"
"16222" 14 19 "d" "12" "-" 523 "post"
"16223" 14 19 "d" "13" "-" 544 "post"
"16224" 14 19 "d" "14" "-" 498 "post"
"16225" 14 19 "d" "15" "-" 535 "post"
"16226" 14 19 "d" "16" "-" 510 "post"
"16227" 14 19 "d" "?" "1" 3126 NA
"16247" 14 11 "d" "0" "-" 605 "predep"
"16248" 14 11 "d" "1" "-" 408 "dep"
"16249" 14 11 "d" "2" "-" 433 "precrit"
"16250" 14 11 "d" "3" "-" 438 "precrit"
"16251" 14 11 "d" "4" "-" 702 "precrit"
"16252" 14 11 "d" "5" "-" 431 "precrit"
"16253" 14 11 "d" "6" "-" 674 "precrit"
"16254" 14 11 "d" "7" "-" 497 "precrit"
"16255" 14 11 "d" "8" "-" 504 "crit"
"16256" 14 11 "d" "9" "-" 449 "postcrit"
"16257" 14 11 "d" "10" "-" 436 "post"
"16258" 14 11 "d" "11" "-" 480 "post"
"16259" 14 11 "d" "12" "-" 481 "post"
"16260" 14 11 "d" "13" "-" 843 "post"
"16261" 14 11 "d" "?" "0" 11814 NA
"16277" 14 13 "b" "0" "-" 420 "predep"
"16278" 14 13 "b" "1" "-" 533 "dep"
"16279" 14 13 "b" "2" "-" 453 "precrit"
"16280" 14 13 "b" "3" "-" 371 "precrit"
"16281" 14 13 "b" "4" "-" 438 "precrit"
"16282" 14 13 "b" "5" "-" 382 "precrit"
"16283" 14 13 "b" "6" "-" 367 "precrit"
"16284" 14 13 "b" "7" "-" 555 "precrit"
"16285" 14 13 "b" "8" "-" 399 "crit"
"16286" 14 13 "b" "9" "-" 424 "postcrit"
"16287" 14 13 "b" "10" "-" 400 "post"
"16288" 14 13 "b" "11" "-" 487 "post"
"16289" 14 13 "b" "12" "-" 461 "post"
"16290" 14 13 "b" "13" "-" 762 "post"
"16291" 14 13 "b" "14" "-" 417 "post"
"16292" 14 13 "b" "15" "-" 848 "post"
"16293" 14 13 "b" "?" "1" 14147 NA
"16327" 14 3 "d" "0" "-" 319 "predep"
"16328" 14 3 "d" "1" "-" 447 "dep"
"16329" 14 3 "d" "2" "-" 342 "precrit"
"16330" 14 3 "d" "3" "-" 316 "precrit"
"16331" 14 3 "d" "4" "-" 399 "precrit"
"16332" 14 3 "d" "5" "-" 320 "precrit"
"16333" 14 3 "d" "6" "-" 380 "precrit"
"16334" 14 3 "d" "7" "-" 351 "precrit"
"16335" 14 3 "d" "8" "-" 361 "crit"
"16336" 14 3 "d" "9" "-" 407 "postcrit"
"16337" 14 3 "d" "10" "-" 452 "post"
"16338" 14 3 "d" "11" "-" 909 "post"
"16339" 14 3 "d" "12" "-" 467 "post"
"16340" 14 3 "d" "13" "-" 852 "post"
"16341" 14 3 "d" "?" "1" 2831 NA
"16366" 14 7 "d" "0" "-" 355 "predep"
"16367" 14 7 "d" "1" "-" 338 "dep"
"16368" 14 7 "d" "2" "-" 326 "precrit"
"16369" 14 7 "d" "3" "-" 387 "precrit"
"16370" 14 7 "d" "4" "-" 818 "precrit"
"16371" 14 7 "d" "5" "-" 423 "precrit"
"16372" 14 7 "d" "6" "-" 1641 "precrit"
"16373" 14 7 "d" "7" "-" 615 "precrit"
"16374" 14 7 "d" "8" "-" 1720 "crit"
"16375" 14 7 "d" "9" "-" 583 "postcrit"
"16376" 14 7 "d" "10" "-" 748 "post"
"16377" 14 7 "d" "11" "-" 1229 "post"
"16378" 14 7 "d" "12" "-" 459 "post"
"16379" 14 7 "d" "13" "-" 430 "post"
"16380" 14 7 "d" "14" "-" 663 "post"
"16381" 14 7 "d" "15" "-" 557 "post"
"16382" 14 7 "d" "?" "1" 4590 NA
"16401" 14 5 "b" "0" "-" 503 "predep"
"16402" 14 5 "b" "1" "-" 436 "dep"
"16403" 14 5 "b" "2" "-" 382 "precrit"
"16404" 14 5 "b" "3" "-" 416 "precrit"
"16405" 14 5 "b" "4" "-" 405 "precrit"
"16406" 14 5 "b" "5" "-" 358 "precrit"
"16407" 14 5 "b" "6" "-" 421 "precrit"
"16408" 14 5 "b" "7" "-" 388 "precrit"
"16409" 14 5 "b" "8" "-" 444 "crit"
"16410" 14 5 "b" "9" "-" 550 "postcrit"
"16411" 14 5 "b" "10" "-" 433 "post"
"16412" 14 5 "b" "11" "-" 1081 "post"
"16413" 14 5 "b" "12" "-" 647 "post"
"16414" 14 5 "b" "13" "-" 608 "post"
"16415" 14 5 "b" "?" "1" 3488 NA
"16437" 14 26 "c" "0" "-" 1114 "predep"
"16438" 14 26 "c" "1" "-" 415 "dep"
"16439" 14 26 "c" "2" "-" 951 "precrit"
"16440" 14 26 "c" "3" "-" 465 "precrit"
"16441" 14 26 "c" "4" "-" 465 "crit"
"16442" 14 26 "c" "5" "-" 434 "postcrit"
"16443" 14 26 "c" "6" "-" 389 "post"
"16444" 14 26 "c" "7" "-" 433 "post"
"16445" 14 26 "c" "8" "-" 393 "post"
"16446" 14 26 "c" "9" "-" 421 "post"
"16447" 14 26 "c" "10" "-" 358 "post"
"16448" 14 26 "c" "?" "1" 3783 NA
"16507" 14 28 "a" "0" "-" 382 "predep"
"16508" 14 28 "a" "1" "-" 401 "dep"
"16509" 14 28 "a" "2" "-" 384 "precrit"
"16510" 14 28 "a" "3" "-" 356 "precrit"
"16511" 14 28 "a" "4" "-" 469 "crit"
"16512" 14 28 "a" "5" "-" 395 "postcrit"
"16513" 14 28 "a" "6" "-" 411 "post"
"16514" 14 28 "a" "7" "-" 440 "post"
"16515" 14 28 "a" "8" "-" 396 "post"
"16516" 14 28 "a" "9" "-" 612 "post"
"16517" 14 28 "a" "10" "-" 807 "post"
"16518" 14 28 "a" "11" "-" 364 "post"
"16519" 14 28 "a" "?" "1" 9387 NA
"16540" 14 20 "a" "0" "-" 655 "predep"
"16541" 14 20 "a" "1" "-" 410 "dep"
"16542" 14 20 "a" "2" "-" 655 "precrit"
"16543" 14 20 "a" "3" "-" 383 "precrit"
"16544" 14 20 "a" "4" "-" 324 "crit"
"16545" 14 20 "a" "5" "-" 426 "postcrit"
"16546" 14 20 "a" "6" "-" 348 "post"
"16547" 14 20 "a" "7" "-" 499 "post"
"16548" 14 20 "a" "8" "-" 377 "post"
"16549" 14 20 "a" "9" "-" 392 "post"
"16550" 14 20 "a" "10" "-" 510 "post"
"16551" 14 20 "a" "?" "1" 4262 NA
"16573" 14 6 "c" "0" "-" 482 "predep"
"16574" 14 6 "c" "1" "-" 459 "dep"
"16575" 14 6 "c" "2" "-" 627 "precrit"
"16576" 14 6 "c" "3" "-" 533 "precrit"
"16577" 14 6 "c" "4" "-" 433 "precrit"
"16578" 14 6 "c" "5" "-" 364 "crit"
"16579" 14 6 "c" "6" "-" 386 "postcrit"
"16580" 14 6 "c" "7" "-" 371 "post"
"16581" 14 6 "c" "8" "-" 378 "post"
"16582" 14 6 "c" "9" "-" 393 "post"
"16583" 14 6 "c" "10" "-" 380 "post"
"16584" 14 6 "c" "11" "-" 807 "post"
"16585" 14 6 "c" "?" "1" 3629 NA
"16614" 14 12 "a" "0" "-" 346 "predep"
"16615" 14 12 "a" "1" "-" 403 "dep"
"16616" 14 12 "a" "2" "-" 355 "precrit"
"16617" 14 12 "a" "3" "-" 328 "precrit"
"16618" 14 12 "a" "4" "-" 313 "crit"
"16619" 14 12 "a" "5" "-" 391 "postcrit"
"16620" 14 12 "a" "6" "-" 332 "post"
"16621" 14 12 "a" "7" "-" 485 "post"
"16622" 14 12 "a" "8" "-" 1388 "post"
"16623" 14 12 "a" "?" "1" 1906 NA
"16651" 14 35 "d" "0" "-" 622 "predep"
"16652" 14 35 "d" "1" "-" 368 "dep"
"16653" 14 35 "d" "2" "-" 316 "precrit"
"16654" 14 35 "d" "3" "-" 294 "precrit"
"16655" 14 35 "d" "4" "-" 375 "precrit"
"16656" 14 35 "d" "5" "-" 333 "precrit"
"16657" 14 35 "d" "6" "-" 398 "precrit"
"16658" 14 35 "d" "7" "-" 323 "precrit"
"16659" 14 35 "d" "8" "-" 398 "crit"
"16660" 14 35 "d" "9" "-" 464 "postcrit"
"16661" 14 35 "d" "10" "-" 355 "post"
"16662" 14 35 "d" "11" "-" 323 "post"
"16663" 14 35 "d" "12" "-" 411 "post"
"16664" 14 35 "d" "13" "-" 348 "post"
"16665" 14 35 "d" "?" "1" 3735 NA
"16700" 14 36 "a" "0" "-" 311 "predep"
"16701" 14 36 "a" "1" "-" 341 "dep"
"16702" 14 36 "a" "2" "-" 275 "precrit"
"16703" 14 36 "a" "3" "-" 286 "precrit"
"16704" 14 36 "a" "4" "-" 298 "crit"
"16705" 14 36 "a" "5" "-" 280 "postcrit"
"16706" 14 36 "a" "6" "-" 363 "post"
"16707" 14 36 "a" "7" "-" 322 "post"
"16708" 14 36 "a" "8" "-" 320 "post"
"16709" 14 36 "a" "9" "-" 333 "post"
"16710" 14 36 "a" "?" "1" 3113 NA
"16760" 14 8 "a" "0" "-" 466 "predep"
"16761" 14 8 "a" "1" "-" 358 "dep"
"16762" 14 8 "a" "2" "-" 367 "precrit"
"16763" 14 8 "a" "3" "-" 360 "precrit"
"16764" 14 8 "a" "4" "-" 324 "crit"
"16765" 14 8 "a" "5" "-" 348 "postcrit"
"16766" 14 8 "a" "6" "-" 352 "post"
"16767" 14 8 "a" "7" "-" 398 "post"
"16768" 14 8 "a" "8" "-" 634 "post"
"16769" 14 8 "a" "9" "-" 347 "post"
"16770" 14 8 "a" "?" "1" 2975 NA
"16780" 14 29 "b" "0" "-" 353 "predep"
"16781" 14 29 "b" "1" "-" 660 "dep"
"16782" 14 29 "b" "2" "-" 322 "precrit"
"16783" 14 29 "b" "3" "-" 364 "precrit"
"16784" 14 29 "b" "4" "-" 388 "precrit"
"16785" 14 29 "b" "5" "-" 323 "precrit"
"16786" 14 29 "b" "6" "-" 417 "precrit"
"16787" 14 29 "b" "7" "-" 359 "precrit"
"16788" 14 29 "b" "8" "-" 440 "crit"
"16789" 14 29 "b" "9" "-" 485 "postcrit"
"16790" 14 29 "b" "10" "-" 387 "post"
"16791" 14 29 "b" "11" "-" 384 "post"
"16792" 14 29 "b" "12" "-" 672 "post"
"16793" 14 29 "b" "?" "1" 7296 NA
"16832" 14 32 "a" "0" "-" 657 "predep"
"16833" 14 32 "a" "1" "-" 373 "dep"
"16834" 14 32 "a" "2" "-" 283 "precrit"
"16835" 14 32 "a" "3" "-" 343 "precrit"
"16836" 14 32 "a" "4" "-" 344 "crit"
"16837" 14 32 "a" "5" "-" 491 "postcrit"
"16838" 14 32 "a" "6" "-" 437 "post"
"16839" 14 32 "a" "7" "-" 1067 "post"
"16840" 14 32 "a" "8" "-" 529 "post"
"16841" 14 32 "a" "9" "-" 825 "post"
"16842" 14 32 "a" "?" "1" 2592 NA
"16851" 14 15 "d" "0" "-" 323 "predep"
"16852" 14 15 "d" "1" "-" 379 "dep"
"16853" 14 15 "d" "2" "-" 315 "precrit"
"16854" 14 15 "d" "3" "-" 358 "precrit"
"16855" 14 15 "d" "4" "-" 393 "precrit"
"16856" 14 15 "d" "5" "-" 464 "precrit"
"16857" 14 15 "d" "6" "-" 334 "precrit"
"16858" 14 15 "d" "7" "-" 320 "precrit"
"16859" 14 15 "d" "8" "-" 373 "crit"
"16860" 14 15 "d" "9" "-" 611 "postcrit"
"16861" 14 15 "d" "10" "-" 332 "post"
"16862" 14 15 "d" "11" "-" 506 "post"
"16863" 14 15 "d" "12" "-" 479 "post"
"16864" 14 15 "d" "13" "-" 428 "post"
"16865" 14 15 "d" "14" "-" 452 "post"
"16866" 14 15 "d" "15" "-" 347 "post"
"16867" 14 15 "d" "16" "-" 390 "post"
"16868" 14 15 "d" "?" "1" 2996 NA
"16936" 14 25 "b" "0" "-" 601 "predep"
"16937" 14 25 "b" "1" "-" 431 "dep"
"16938" 14 25 "b" "2" "-" 333 "precrit"
"16939" 14 25 "b" "3" "-" 361 "precrit"
"16940" 14 25 "b" "4" "-" 524 "precrit"
"16941" 14 25 "b" "5" "-" 380 "precrit"
"16942" 14 25 "b" "6" "-" 567 "precrit"
"16943" 14 25 "b" "7" "-" 494 "precrit"
"16944" 14 25 "b" "8" "-" 423 "crit"
"16945" 14 25 "b" "9" "-" 440 "postcrit"
"16946" 14 25 "b" "10" "-" 453 "post"
"16947" 14 25 "b" "11" "-" 449 "post"
"16948" 14 25 "b" "12" "-" 443 "post"
"16949" 14 25 "b" "?" "1" 8485 NA
"16972" 14 27 "d" "0" "-" 715 "predep"
"16973" 14 27 "d" "1" "-" 332 "dep"
"16974" 14 27 "d" "2" "-" 678 "precrit"
"16975" 14 27 "d" "3" "-" 336 "precrit"
"16976" 14 27 "d" "4" "-" 327 "precrit"
"16977" 14 27 "d" "5" "-" 731 "precrit"
"16978" 14 27 "d" "6" "-" 320 "precrit"
"16979" 14 27 "d" "7" "-" 326 "precrit"
"16980" 14 27 "d" "8" "-" 357 "crit"
"16981" 14 27 "d" "9" "-" 394 "postcrit"
"16982" 14 27 "d" "10" "-" 280 "post"
"16983" 14 27 "d" "11" "-" 350 "post"
"16984" 14 27 "d" "12" "-" 882 "post"
"16985" 14 27 "d" "13" "-" 504 "post"
"16986" 14 27 "d" "14" "-" 621 "post"
"16987" 14 27 "d" "?" "1" 2457 NA
"17019" 14 34 "c" "0" "-" 923 "predep"
"17020" 14 34 "c" "1" "-" 613 "dep"
"17021" 14 34 "c" "2" "-" 466 "precrit"
"17022" 14 34 "c" "3" "-" 379 "precrit"
"17023" 14 34 "c" "4" "-" 463 "crit"
"17024" 14 34 "c" "5" "-" 471 "postcrit"
"17025" 14 34 "c" "6" "-" 427 "post"
"17026" 14 34 "c" "7" "-" 498 "post"
"17027" 14 34 "c" "8" "-" 702 "post"
"17028" 14 34 "c" "9" "-" 416 "post"
"17029" 14 34 "c" "10" "-" 834 "post"
"17030" 14 34 "c" "?" "1" 3392 NA
"17100" 14 31 "d" "0" "-" 496 "predep"
"17101" 14 31 "d" "1" "-" 411 "dep"
"17102" 14 31 "d" "2" "-" 344 "precrit"
"17103" 14 31 "d" "3" "-" 310 "precrit"
"17104" 14 31 "d" "4" "-" 372 "precrit"
"17105" 14 31 "d" "5" "-" 491 "precrit"
"17106" 14 31 "d" "6" "-" 429 "precrit"
"17107" 14 31 "d" "7" "-" 438 "precrit"
"17108" 14 31 "d" "8" "-" 763 "crit"
"17109" 14 31 "d" "9" "-" 454 "postcrit"
"17110" 14 31 "d" "10" "-" 435 "post"
"17111" 14 31 "d" "11" "-" 934 "post"
"17112" 14 31 "d" "?" "1" 2678 NA
"17146" 14 18 "c" "0" "-" 592 "predep"
"17147" 14 18 "c" "1" "-" 416 "dep"
"17148" 14 18 "c" "2" "-" 367 "precrit"
"17149" 14 18 "c" "3" "-" 363 "precrit"
"17150" 14 18 "c" "4" "-" 352 "crit"
"17151" 14 18 "c" "5" "-" 395 "postcrit"
"17152" 14 18 "c" "6" "-" 300 "post"
"17153" 14 18 "c" "7" "-" 421 "post"
"17154" 14 18 "c" "8" "-" 376 "post"
"17155" 14 18 "c" "9" "-" 401 "post"
"17156" 14 18 "c" "?" "1" 3103 NA
"17180" 14 9 "b" "0" "-" 327 "predep"
"17181" 14 9 "b" "1" "-" 331 "dep"
"17182" 14 9 "b" "2" "-" 296 "precrit"
"17183" 14 9 "b" "3" "-" 304 "precrit"
"17184" 14 9 "b" "4" "-" 652 "precrit"
"17185" 14 9 "b" "5" "-" 595 "precrit"
"17186" 14 9 "b" "6" "-" 478 "precrit"
"17187" 14 9 "b" "7" "-" 457 "precrit"
"17188" 14 9 "b" "8" "-" 449 "crit"
"17189" 14 9 "b" "9" "-" 854 "postcrit"
"17190" 14 9 "b" "10" "-" 449 "post"
"17191" 14 9 "b" "11" "-" 426 "post"
"17192" 14 9 "b" "12" "-" 415 "post"
"17193" 14 9 "b" "13" "-" 431 "post"
"17194" 14 9 "b" "14" "-" 535 "post"
"17195" 14 9 "b" "15" "-" 464 "post"
"17196" 14 9 "b" "16" "-" 383 "post"
"17197" 14 9 "b" "17" "-" 372 "post"
"17198" 14 9 "b" "?" "1" 2504 NA
"17276" 15 12 "b" "0" "-" 917 "predep"
"17277" 15 12 "b" "1" "-" 634 "dep"
"17278" 15 12 "b" "2" "-" 738 "precrit"
"17279" 15 12 "b" "3" "-" 522 "precrit"
"17280" 15 12 "b" "4" "-" 740 "precrit"
"17281" 15 12 "b" "5" "-" 1084 "precrit"
"17282" 15 12 "b" "6" "-" 687 "precrit"
"17283" 15 12 "b" "7" "-" 603 "precrit"
"17284" 15 12 "b" "8" "-" 1064 "crit"
"17285" 15 12 "b" "9" "-" 639 "postcrit"
"17286" 15 12 "b" "10" "-" 779 "post"
"17287" 15 12 "b" "11" "-" 957 "post"
"17288" 15 12 "b" "12" "-" 1283 "post"
"17289" 15 12 "b" "?" "1" 7497 NA
"17301" 15 36 "b" "0" "-" 891 "predep"
"17302" 15 36 "b" "1" "-" 720 "dep"
"17303" 15 36 "b" "2" "-" 741 "precrit"
"17304" 15 36 "b" "3" "-" 986 "precrit"
"17305" 15 36 "b" "4" "-" 1356 "precrit"
"17306" 15 36 "b" "5" "-" 851 "precrit"
"17307" 15 36 "b" "6" "-" 568 "precrit"
"17308" 15 36 "b" "7" "-" 689 "precrit"
"17309" 15 36 "b" "8" "-" 1082 "crit"
"17310" 15 36 "b" "9" "-" 807 "postcrit"
"17311" 15 36 "b" "10" "-" 720 "post"
"17312" 15 36 "b" "11" "-" 909 "post"
"17313" 15 36 "b" "12" "-" 757 "post"
"17314" 15 36 "b" "13" "-" 743 "post"
"17315" 15 36 "b" "?" "1" 4262 NA
"17348" 15 18 "d" "0" "-" 817 "predep"
"17349" 15 18 "d" "1" "-" 429 "dep"
"17350" 15 18 "d" "2" "-" 881 "precrit"
"17351" 15 18 "d" "3" "-" 535 "precrit"
"17352" 15 18 "d" "4" "-" 686 "precrit"
"17353" 15 18 "d" "5" "-" 2286 "precrit"
"17354" 15 18 "d" "6" "-" 821 "precrit"
"17355" 15 18 "d" "7" "-" 1727 "precrit"
"17356" 15 18 "d" "8" "-" 1214 "crit"
"17357" 15 18 "d" "9" "-" 1013 "postcrit"
"17358" 15 18 "d" "10" "-" 818 "post"
"17359" 15 18 "d" "11" "-" 714 "post"
"17360" 15 18 "d" "12" "-" 1089 "post"
"17361" 15 18 "d" "13" "-" 966 "post"
"17362" 15 18 "d" "?" "1" 4548 NA
"17372" 15 16 "b" "0" "-" 1741 "predep"
"17373" 15 16 "b" "1" "-" 516 "dep"
"17374" 15 16 "b" "2" "-" 733 "precrit"
"17375" 15 16 "b" "3" "-" 483 "precrit"
"17376" 15 16 "b" "4" "-" 554 "precrit"
"17377" 15 16 "b" "5" "-" 566 "precrit"
"17378" 15 16 "b" "6" "-" 582 "precrit"
"17379" 15 16 "b" "7" "-" 514 "precrit"
"17380" 15 16 "b" "8" "-" 710 "crit"
"17381" 15 16 "b" "9" "-" 598 "postcrit"
"17382" 15 16 "b" "10" "-" 1226 "post"
"17383" 15 16 "b" "11" "-" 1864 "post"
"17384" 15 16 "b" "12" "-" 887 "post"
"17385" 15 16 "b" "?" "1" 3276 NA
"17428" 15 10 "d" "0" "-" 645 "predep"
"17429" 15 10 "d" "1" "-" 504 "dep"
"17430" 15 10 "d" "2" "-" 701 "precrit"
"17431" 15 10 "d" "3" "-" 488 "precrit"
"17432" 15 10 "d" "4" "-" 520 "precrit"
"17433" 15 10 "d" "5" "-" 479 "precrit"
"17434" 15 10 "d" "6" "-" 578 "precrit"
"17435" 15 10 "d" "7" "-" 560 "precrit"
"17436" 15 10 "d" "8" "-" 671 "crit"
"17437" 15 10 "d" "9" "-" 612 "postcrit"
"17438" 15 10 "d" "10" "-" 541 "post"
"17439" 15 10 "d" "11" "-" 613 "post"
"17440" 15 10 "d" "12" "-" 639 "post"
"17441" 15 10 "d" "13" "-" 888 "post"
"17442" 15 10 "d" "14" "-" 706 "post"
"17443" 15 10 "d" "?" "1" 2589 NA
"17495" 15 32 "b" "0" "-" 159 "predep"
"17496" 15 32 "b" "1" "-" 1293 "dep"
"17497" 15 32 "b" "2" "-" 591 "precrit"
"17498" 15 32 "b" "3" "-" 476 "precrit"
"17499" 15 32 "b" "4" "-" 462 "precrit"
"17500" 15 32 "b" "5" "-" 480 "precrit"
"17501" 15 32 "b" "6" "-" 543 "precrit"
"17502" 15 32 "b" "7" "-" 971 "precrit"
"17503" 15 32 "b" "8" "-" 2151 "crit"
"17504" 15 32 "b" "9" "-" 727 "postcrit"
"17505" 15 32 "b" "10" "-" 684 "post"
"17506" 15 32 "b" "11" "-" 1321 "post"
"17507" 15 32 "b" "12" "-" 1857 "post"
"17508" 15 32 "b" "13" "-" 946 "post"
"17509" 15 32 "b" "?" "1" 4711 NA
"17552" 15 35 "a" "0" "-" 770 "predep"
"17553" 15 35 "a" "1" "-" 561 "dep"
"17554" 15 35 "a" "2" "-" 581 "precrit"
"17555" 15 35 "a" "3" "-" 566 "precrit"
"17556" 15 35 "a" "4" "-" 480 "crit"
"17557" 15 35 "a" "5" "-" 522 "postcrit"
"17558" 15 35 "a" "6" "-" 519 "post"
"17559" 15 35 "a" "7" "-" 1121 "post"
"17560" 15 35 "a" "8" "-" 756 "post"
"17561" 15 35 "a" "9" "-" 539 "post"
"17562" 15 35 "a" "10" "-" 650 "post"
"17563" 15 35 "a" "11" "-" 614 "post"
"17564" 15 35 "a" "12" "-" 537 "post"
"17565" 15 35 "a" "?" "1" 12829 NA
"17586" 15 24 "b" "0" "-" 431 "predep"
"17587" 15 24 "b" "1" "-" 695 "dep"
